"Resumen de la Prueba"
"Parámetro","Valor"
"Nombre del archivo","q.csv"
"startTime","2025-09-16T05:26:58.285Z"
"durationLabel","5.94s"
"samplesPerSecondLabel","100 Hz"
"totalSamples","594"
"dominantRegimen","TRANSITION"

"Estadísticas de la Prueba"
"Sensor","Media","Desv. Est.","Mín","Máx"
"Sensor 1","2.49","1.69","-0.96","5.97"

"#RAW_HEADERS",time,sensor1
"Datos Recolectados"
"Nº de Muestra","time","Sensor 1"
103,1.03,2.84
104,1.04,0.98
105,1.05,1.02
106,1.06,2.67
107,1.07,1.01
108,1.08,2.01
109,1.09,3.10
110,1.10,3.32
111,1.11,2.44
112,1.12,3.00
113,1.13,5.34
114,1.14,3.02
115,1.15,1.47
116,1.16,3.01
117,1.17,5.90
118,1.18,1.48
119,1.19,1.75
120,1.20,5.34
121,1.21,5.29
122,1.22,5.02
123,1.23,4.47
124,1.24,2.99
125,1.25,4.45
126,1.26,2.95
127,1.27,4.10
128,1.28,3.53
129,1.29,3.62
130,1.30,5.09
131,1.31,5.87
132,1.32,5.85
133,1.33,3.14
134,1.34,4.42
135,1.35,4.00
136,1.36,4.30
137,1.37,5.23
138,1.38,5.15
139,1.39,5.48
140,1.40,1.48
141,1.41,5.96
142,1.42,4.37
143,1.43,5.49
144,1.44,3.22
145,1.45,1.48
146,1.46,1.74
147,1.47,3.33
148,1.48,1.98
149,1.49,2.72
150,1.50,4.88
151,1.51,2.55
152,1.52,2.29
153,1.53,5.97
154,1.54,5.97
155,1.55,1.51
156,1.56,4.58
157,1.57,3.95
158,1.58,3.84
159,1.59,3.65
160,1.60,4.80
161,1.61,2.49
162,1.62,2.05
163,1.63,4.63
164,1.64,5.44
165,1.65,2.18
166,1.66,3.22
167,1.67,4.99
168,1.68,2.95
169,1.69,1.15
170,1.70,3.05
171,1.71,1.05
172,1.72,5.97
173,1.73,1.83
174,1.74,4.55
175,1.75,3.84
176,1.76,2.70
177,1.77,4.88
178,1.78,5.04
179,1.79,1.37
180,1.80,4.76
181,1.81,0.97
182,1.82,2.98
183,1.83,5.13
184,1.84,5.37
185,1.85,5.61
186,1.86,4.42
187,1.87,4.62
188,1.88,1.10
189,1.89,4.55
190,1.90,2.35
191,1.91,1.89
192,1.92,2.57
193,1.93,5.67
194,1.94,2.29
195,1.95,3.21
196,1.96,3.25
197,1.97,2.01
198,1.98,1.79
199,1.99,2.41
200,2.00,5.82
201,2.01,5.89
202,2.02,1.09
203,2.03,4.70
204,2.04,5.06
205,2.05,5.36
206,2.06,2.56
207,2.07,1.46
208,2.08,1.35
209,2.09,2.53
210,2.10,3.61
211,2.11,3.45
212,2.12,2.15
213,2.13,5.13
214,2.14,2.16
215,2.15,1.96
216,2.16,5.77
217,2.17,3.91
218,2.18,3.86
219,2.19,3.74
220,2.20,4.35
221,2.21,5.04
222,2.22,1.88
223,2.23,2.12
224,2.24,2.97
225,2.25,1.65
226,2.26,4.07
227,2.27,1.16
228,2.28,4.98
229,2.29,2.28
230,2.30,4.66
231,2.31,5.28
232,2.32,4.16
233,2.33,1.07
234,2.34,2.26
235,2.35,3.76
236,2.36,3.04
237,2.37,5.25
238,2.38,3.60
239,2.39,5.11
240,2.40,3.68
241,2.41,1.49
242,2.42,5.45
243,2.43,4.70
244,2.44,0.93
245,2.45,3.09
246,2.46,1.93
247,2.47,4.85
248,2.48,5.54
249,2.49,5.42
250,2.50,1.11
251,2.51,1.09
252,2.52,2.60
253,2.53,1.96
254,2.54,5.38
255,2.55,1.18
256,2.56,1.67
257,2.57,1.67
258,2.58,0.76
259,2.59,1.65
260,2.60,1.80
261,2.61,0.85
262,2.62,3.20
263,2.63,4.91
264,2.64,2.43
265,2.65,1.73
266,2.66,1.12
267,2.67,3.72
268,2.68,0.56
269,2.69,4.39
270,2.70,1.60
271,2.71,1.42
272,2.72,1.03
273,2.73,3.22
274,2.74,5.21
275,2.75,4.35
276,2.76,0.84
277,2.77,0.78
278,2.78,1.88
279,2.79,4.34
280,2.80,3.20
281,2.81,3.90
282,2.82,0.65
283,2.83,1.70
284,2.84,3.82
285,2.85,3.02
286,2.86,4.60
287,2.87,1.80
288,2.88,2.90
289,2.89,5.01
290,2.90,4.99
291,2.91,4.22
292,2.92,1.45
293,2.93,1.93
294,2.94,1.01
295,2.95,3.71
296,2.96,3.94
297,2.97,1.13
298,2.98,2.42
299,2.99,3.25
300,3.00,1.65
301,3.01,3.60
302,3.02,3.80
303,3.03,3.36
304,3.04,3.02
305,3.05,0.84
306,3.06,3.34
307,3.07,0.89
308,3.08,4.52
309,3.09,0.62
310,3.10,2.04
311,3.11,0.47
312,3.12,4.83
313,3.13,3.42
314,3.14,1.57
315,3.15,4.06
316,3.16,0.78
317,3.17,3.95
318,3.18,4.16
319,3.19,3.19
320,3.20,4.94
321,3.21,3.54
322,3.22,2.25
323,3.23,4.45
324,3.24,2.31
325,3.25,3.94
326,3.26,4.10
327,3.27,1.51
328,3.28,0.09
329,3.29,3.39
330,3.30,1.73
331,3.31,2.25
332,3.32,1.97
333,3.33,1.01
334,3.34,0.21
335,3.35,4.34
336,3.36,1.99
337,3.37,3.61
338,3.38,3.94
339,3.39,2.57
340,3.40,1.33
341,3.41,2.22
342,3.42,1.47
343,3.43,2.27
344,3.44,3.01
345,3.45,0.06
346,3.46,3.83
347,3.47,3.72
348,3.48,2.87
349,3.49,3.78
350,3.50,1.20
351,3.51,4.18
352,3.52,3.86
353,3.53,1.30
354,3.54,0.82
355,3.55,0.11
356,3.56,0.69
357,3.57,4.34
358,3.58,3.51
359,3.59,2.53
360,3.60,0.75
361,3.61,2.39
362,3.62,0.78
363,3.63,1.46
364,3.64,3.43
365,3.65,0.87
366,3.66,3.80
367,3.67,2.93
368,3.68,1.95
369,3.69,0.05
370,3.70,-0.44
371,3.71,4.21
372,3.72,2.29
373,3.73,3.46
374,3.74,1.07
375,3.75,3.18
376,3.76,1.62
377,3.77,3.08
378,3.78,0.99
379,3.79,-0.38
380,3.80,3.93
381,3.81,3.16
382,3.82,2.23
383,3.83,3.83
384,3.84,2.83
385,3.85,3.12
386,3.86,0.48
387,3.87,1.19
388,3.88,1.12
389,3.89,0.37
390,3.90,3.48
391,3.91,1.80
392,3.92,0.04
393,3.93,2.19
394,3.94,-0.16
395,3.95,-0.54
396,3.96,-0.03
397,3.97,3.70
398,3.98,4.17
399,3.99,3.18
400,4.00,1.87
401,4.01,3.43
402,4.02,2.53
403,4.03,4.12
404,4.04,0.98
405,4.05,2.02
406,4.06,4.07
407,4.07,0.22
408,4.08,3.80
409,4.09,0.37
410,4.10,3.95
411,4.11,-0.22
412,4.12,-0.74
413,4.13,3.91
414,4.14,2.05
415,4.15,-0.53
416,4.16,-0.35
417,4.17,3.37
418,4.18,1.71
419,4.19,2.68
420,4.20,3.16
421,4.21,0.07
422,4.22,-0.30
423,4.23,-0.88
424,4.24,3.66
425,4.25,2.51
426,4.26,0.37
427,4.27,3.92
428,4.28,-0.71
429,4.29,3.53
430,4.30,2.49
431,4.31,3.78
432,4.32,2.03
433,4.33,2.06
434,4.34,3.29
435,4.35,2.09
436,4.36,3.04
437,4.37,1.87
438,4.38,-0.44
439,4.39,1.74
440,4.40,0.38
441,4.41,2.73
442,4.42,0.06
443,4.43,-0.08
444,4.44,2.01
445,4.45,1.13
446,4.46,1.58
447,4.47,2.23
448,4.48,1.54
449,4.49,-0.85
450,4.50,0.76
451,4.51,-0.46
452,4.52,-0.91
453,4.53,-0.40
454,4.54,1.60
455,4.55,2.99
456,4.56,2.51
457,4.57,-0.86
458,4.58,3.70
459,4.59,0.61
460,4.60,1.91
461,4.61,2.88
462,4.62,3.20
463,4.63,0.05
464,4.64,3.06
465,4.65,3.79
466,4.66,-0.68
467,4.67,1.71
468,4.68,0.76
469,4.69,3.78
470,4.70,-0.63
471,4.71,3.77
472,4.72,-0.96
473,4.73,1.88
474,4.74,2.25
475,4.75,2.90
476,4.76,0.03
477,4.77,0.76
478,4.78,0.57
479,4.79,0.88
480,4.80,3.25
481,4.81,-0.83
482,4.82,3.38
483,4.83,1.32
484,4.84,0.29
485,4.85,-0.49
486,4.86,3.51
487,4.87,2.34
488,4.88,2.27
489,4.89,0.61
490,4.90,3.95
491,4.91,1.03
492,4.92,-0.92
493,4.93,2.21
494,4.94,3.20
495,4.95,3.83
496,4.96,-0.02
497,4.97,1.49
498,4.98,0.73
499,4.99,-0.37
500,5.00,-0.12
501,5.01,0.04
502,5.02,0.51
503,5.03,0.26
504,5.04,3.89
505,5.05,1.18
506,5.06,-0.20
507,5.07,-0.13
508,5.08,-0.74
509,5.09,2.51
510,5.10,0.35
511,5.11,0.58
512,5.12,4.08
513,5.13,-0.45
514,5.14,3.07
515,5.15,2.51
516,5.16,3.60
517,5.17,0.95
518,5.18,-0.79
519,5.19,1.09
520,5.20,1.18
521,5.21,2.83
522,5.22,0.68
523,5.23,2.36
524,5.24,0.67
525,5.25,0.90
526,5.26,-0.01
527,5.27,0.76
528,5.28,3.97
529,5.29,3.37
530,5.30,1.28
531,5.31,0.01
532,5.32,0.82
533,5.33,1.64
534,5.34,0.41
535,5.35,2.64
536,5.36,-0.24
537,5.37,0.38
538,5.38,3.00
539,5.39,3.69
540,5.40,3.45
541,5.41,0.69
542,5.42,1.13
543,5.43,-0.55
544,5.44,-0.38
545,5.45,4.10
546,5.46,3.55
547,5.47,1.77
548,5.48,-0.62
549,5.49,1.82
550,5.50,0.64
551,5.51,2.93
552,5.52,1.65
553,5.53,2.50
554,5.54,1.08
555,5.55,-0.37
556,5.56,1.95
557,5.57,1.41
558,5.58,1.58
559,5.59,-0.13
560,5.60,1.63
561,5.61,4.12
562,5.62,4.28
563,5.63,1.10
564,5.64,1.46
565,5.65,0.38
566,5.66,2.68
567,5.67,1.05
568,5.68,0.04
569,5.69,1.50
570,5.70,1.29
571,5.71,-0.23
572,5.72,1.00
573,5.73,1.00
574,5.74,2.78
575,5.75,-0.21
576,5.76,0.17
577,5.77,0.86
578,5.78,3.47
579,5.79,2.79
580,5.80,3.96
581,5.81,-0.07
582,5.82,1.08
583,5.83,-0.01
584,5.84,4.34
585,5.85,2.03
586,5.86,0.27
587,5.87,2.07
588,5.88,2.49
589,5.89,2.83
590,5.90,2.79
591,5.91,4.20
592,5.92,2.04
593,5.93,2.82
594,5.94,4.56
