"Resumen de la Prueba"
"Parámetro","Valor"
"Nombre del archivo","1.csv"
"startTime","2025-09-16T04:55:38.192Z"
"durationLabel","30.00s"
"samplesPerSecondLabel","40 Hz"
"totalSamples","1201"
"dominantRegimen","TRANSITION"

"Estadísticas de la Prueba"
"Sensor","Media","Desv. Est.","Mín","Máx"
"Sensor 1","2.47","1.61","-0.88","5.94"

"#RAW_HEADERS",time,sensor1
"Datos Recolectados"
"Nº de Muestra","time","Sensor 1"
86,2.15,2.92
87,2.17,4.68
88,2.20,0.81
89,2.22,5.40
90,2.25,0.79
91,2.27,4.83
92,2.30,3.15
93,2.32,5.05
94,2.35,4.66
95,2.37,1.13
96,2.40,5.35
97,2.42,0.70
98,2.45,3.88
99,2.47,4.40
100,2.50,1.70
101,2.52,1.09
102,2.55,3.73
103,2.57,5.14
104,2.60,5.14
105,2.62,1.57
106,2.65,2.71
107,2.67,3.22
108,2.70,3.27
109,2.72,2.36
110,2.75,0.79
111,2.77,2.36
112,2.80,0.79
113,2.82,0.77
114,2.85,4.50
115,2.87,5.17
116,2.90,2.42
117,2.92,2.24
118,2.95,4.61
119,2.97,1.45
120,3.00,3.94
121,3.02,0.35
122,3.05,3.22
123,3.07,3.29
124,3.10,3.51
125,3.12,2.09
126,3.15,1.00
127,3.17,2.17
128,3.20,2.91
129,3.22,0.18
130,3.25,3.96
131,3.27,2.45
132,3.30,1.16
133,3.32,1.17
134,3.35,1.40
135,3.37,2.38
136,3.40,0.23
137,3.42,1.13
138,3.45,0.51
139,3.47,3.68
140,3.50,0.54
141,3.52,3.93
142,3.55,2.21
143,3.57,2.75
144,3.60,-0.15
145,3.62,4.14
146,3.65,4.01
147,3.67,-0.29
148,3.70,3.86
149,3.72,2.61
150,3.75,1.01
151,3.77,3.29
152,3.80,1.11
153,3.82,3.24
154,3.85,2.40
155,3.87,-0.65
156,3.90,1.04
157,3.92,3.71
158,3.95,3.70
159,3.97,2.93
160,4.00,0.17
161,4.02,0.15
162,4.05,1.34
163,4.07,1.61
164,4.10,3.51
165,4.12,2.39
166,4.15,3.61
167,4.17,1.20
168,4.20,1.21
169,4.22,3.90
170,4.25,-0.57
171,4.27,0.15
172,4.30,1.21
173,4.32,0.96
174,4.35,-0.69
175,4.37,3.03
176,4.40,3.44
177,4.42,3.37
178,4.45,-0.45
179,4.47,-0.33
180,4.50,0.41
181,4.52,-0.72
182,4.55,3.18
183,4.57,1.93
184,4.60,-0.05
185,4.62,2.84
186,4.65,1.77
187,4.67,0.52
188,4.70,2.79
189,4.72,3.04
190,4.75,1.64
191,4.78,2.76
192,4.80,0.98
193,4.83,-0.01
194,4.85,3.86
195,4.88,1.82
196,4.90,3.41
197,4.93,-0.70
198,4.95,1.89
199,4.98,2.27
200,5.00,1.69
201,5.03,2.19
202,5.05,2.04
203,5.08,1.06
204,5.10,-0.40
205,5.13,3.16
206,5.15,-0.70
207,5.18,3.39
208,5.20,0.90
209,5.23,0.08
210,5.25,2.09
211,5.28,2.91
212,5.30,3.64
213,5.33,-0.28
214,5.35,-0.12
215,5.38,1.27
216,5.40,2.57
217,5.43,-0.22
218,5.45,3.04
219,5.48,-0.36
220,5.50,3.87
221,5.53,2.93
222,5.55,-0.06
223,5.58,1.32
224,5.60,3.78
225,5.63,-0.37
226,5.65,-0.44
227,5.68,1.66
228,5.70,3.72
229,5.73,2.29
230,5.75,-0.08
231,5.78,1.13
232,5.80,2.46
233,5.83,1.84
234,5.85,1.00
235,5.88,3.66
236,5.90,2.08
237,5.93,3.28
238,5.95,2.37
239,5.98,0.42
240,6.00,2.29
241,6.03,0.75
242,6.05,3.27
243,6.08,0.46
244,6.10,4.11
245,6.13,0.82
246,6.15,0.93
247,6.18,0.25
248,6.20,2.68
249,6.23,0.30
250,6.25,2.78
251,6.28,0.18
252,6.30,0.09
253,6.33,2.49
254,6.35,1.93
255,6.38,2.56
256,6.40,1.00
257,6.43,4.14
258,6.45,2.16
259,6.48,1.15
260,6.50,2.81
261,6.53,4.62
262,6.55,2.94
263,6.58,1.74
264,6.60,2.71
265,6.63,2.93
266,6.65,4.94
267,6.68,4.22
268,6.70,2.03
269,6.73,2.05
270,6.75,5.16
271,6.78,2.21
272,6.80,0.84
273,6.83,4.45
274,6.85,0.77
275,6.88,0.65
276,6.90,1.24
277,6.93,1.12
278,6.95,4.57
279,6.98,1.00
280,7.00,2.37
281,7.03,3.09
282,7.05,4.98
283,7.08,2.53
284,7.10,4.33
285,7.13,1.39
286,7.15,5.48
287,7.18,1.96
288,7.20,3.57
289,7.23,5.06
290,7.25,3.40
291,7.28,1.69
292,7.30,1.93
293,7.33,4.74
294,7.35,2.36
295,7.38,5.42
296,7.40,1.83
297,7.43,2.56
298,7.45,3.32
299,7.48,1.17
300,7.50,3.04
301,7.53,3.88
302,7.55,5.74
303,7.58,2.90
304,7.60,3.56
305,7.63,4.32
306,7.65,3.50
307,7.68,3.59
308,7.70,4.86
309,7.73,1.99
310,7.75,4.00
311,7.78,2.77
312,7.80,4.05
313,7.83,1.26
314,7.85,3.53
315,7.88,2.90
316,7.90,3.20
317,7.93,5.70
318,7.95,3.76
319,7.98,5.35
320,8.00,5.42
321,8.03,1.80
322,8.05,4.16
323,8.08,3.59
324,8.10,2.73
325,8.13,5.02
326,8.15,4.09
327,8.18,1.36
328,8.20,4.62
329,8.23,5.74
330,8.25,1.72
331,8.28,5.20
332,8.30,3.07
333,8.33,1.98
334,8.35,5.52
335,8.38,2.78
336,8.40,1.76
337,8.43,1.70
338,8.45,4.11
339,8.48,2.37
340,8.50,2.86
341,8.53,4.98
342,8.55,3.18
343,8.58,3.51
344,8.60,5.35
345,8.63,3.14
346,8.65,1.90
347,8.68,1.45
348,8.70,2.01
349,8.73,1.14
350,8.75,4.92
351,8.78,4.40
352,8.80,4.92
353,8.83,5.21
354,8.85,4.72
355,8.88,2.05
356,8.90,4.10
357,8.93,5.13
358,8.95,4.60
359,8.98,5.31
360,9.00,3.46
361,9.03,2.24
362,9.05,0.75
363,9.08,1.67
364,9.10,4.54
365,9.13,4.55
366,9.15,1.83
367,9.18,1.20
368,9.20,1.65
369,9.23,2.86
370,9.25,1.22
371,9.28,1.90
372,9.30,4.61
373,9.33,4.16
374,9.35,3.34
375,9.38,2.04
376,9.40,3.36
377,9.43,0.90
378,9.45,1.00
379,9.48,1.25
380,9.50,2.38
381,9.53,3.62
382,9.55,2.23
383,9.58,4.33
384,9.60,0.61
385,9.63,3.76
386,9.65,3.94
387,9.68,4.71
388,9.70,3.39
389,9.73,-0.16
390,9.75,1.85
391,9.78,2.63
392,9.80,0.63
393,9.83,-0.19
394,9.85,0.62
395,9.88,-0.38
396,9.90,-0.26
397,9.93,1.15
398,9.95,2.98
399,9.98,-0.50
400,10.00,3.73
401,10.03,1.86
402,10.05,1.32
403,10.08,0.27
404,10.10,0.01
405,10.13,2.91
406,10.15,2.62
407,10.18,3.71
408,10.20,4.06
409,10.23,3.15
410,10.25,1.69
411,10.28,-0.22
412,10.30,1.28
413,10.33,3.11
414,10.35,0.46
415,10.38,-0.32
416,10.40,1.64
417,10.43,0.40
418,10.45,0.75
419,10.48,3.87
420,10.50,1.84
421,10.53,0.61
422,10.55,0.35
423,10.58,1.88
424,10.60,-0.43
425,10.63,3.33
426,10.65,1.07
427,10.68,2.40
428,10.70,-0.76
429,10.73,2.76
430,10.75,1.40
431,10.78,-0.21
432,10.80,-0.08
433,10.83,1.48
434,10.85,0.85
435,10.88,3.85
436,10.90,3.01
437,10.93,3.79
438,10.95,0.21
439,10.98,1.04
440,11.00,1.70
441,11.03,2.69
442,11.05,-0.12
443,11.08,1.67
444,11.10,2.40
445,11.13,3.04
446,11.15,2.87
447,11.18,1.51
448,11.20,2.29
449,11.23,0.71
450,11.25,2.37
451,11.28,1.19
452,11.30,2.98
453,11.33,0.14
454,11.35,0.03
455,11.38,3.57
456,11.40,0.94
457,11.43,3.33
458,11.45,-0.68
459,11.48,1.74
460,11.50,0.51
461,11.53,3.99
462,11.55,-0.71
463,11.58,-0.37
464,11.60,2.32
465,11.63,-0.43
466,11.65,0.60
467,11.68,1.43
468,11.70,3.96
469,11.73,3.89
470,11.75,1.21
471,11.78,1.23
472,11.80,0.05
473,11.83,2.65
474,11.85,0.15
475,11.88,0.47
476,11.90,2.05
477,11.93,1.83
478,11.95,-0.35
479,11.98,3.85
480,12.00,4.08
481,12.03,3.06
482,12.05,2.74
483,12.08,2.39
484,12.10,2.19
485,12.13,1.21
486,12.15,1.03
487,12.18,2.11
488,12.20,4.31
489,12.23,3.74
490,12.25,4.08
491,12.28,2.56
492,12.30,-0.23
493,12.33,0.82
494,12.35,2.68
495,12.38,3.53
496,12.40,3.85
497,12.43,3.63
498,12.45,1.98
499,12.48,0.54
500,12.50,1.93
501,12.53,1.49
502,12.55,0.31
503,12.58,2.32
504,12.60,3.36
505,12.63,2.45
506,12.65,4.93
507,12.68,3.69
508,12.70,2.12
509,12.73,2.00
510,12.75,2.24
511,12.78,1.45
512,12.80,4.22
513,12.83,4.83
514,12.85,2.14
515,12.88,1.87
516,12.90,3.66
517,12.93,5.15
518,12.95,1.91
519,12.98,1.19
520,13.00,4.55
521,13.03,4.41
522,13.05,1.24
523,13.08,1.44
524,13.10,3.46
525,13.13,4.65
526,13.15,1.50
527,13.18,4.05
528,13.20,3.12
529,13.23,0.87
530,13.25,4.25
531,13.28,2.86
532,13.30,0.82
533,13.33,1.43
534,13.35,1.03
535,13.38,5.57
536,13.40,4.45
537,13.43,3.27
538,13.45,2.23
539,13.48,3.64
540,13.50,2.90
541,13.53,5.30
542,13.55,3.62
543,13.58,5.17
544,13.60,3.20
545,13.63,3.73
546,13.65,2.18
547,13.68,4.50
548,13.70,2.42
549,13.73,4.36
550,13.75,3.77
551,13.78,4.79
552,13.80,3.90
553,13.83,5.76
554,13.85,1.23
555,13.88,4.96
556,13.90,3.69
557,13.93,2.06
558,13.95,2.99
559,13.98,1.81
560,14.00,3.50
561,14.03,2.79
562,14.05,4.50
563,14.08,3.07
564,14.10,5.55
565,14.13,5.59
566,14.15,3.14
567,14.18,2.62
568,14.20,5.73
569,14.23,5.35
570,14.25,4.96
571,14.28,4.54
572,14.30,4.31
573,14.33,3.60
574,14.35,3.63
575,14.38,3.50
576,14.40,1.13
577,14.43,5.00
578,14.45,1.99
579,14.48,4.17
580,14.50,3.54
581,14.53,4.88
582,14.55,4.99
583,14.58,0.96
584,14.60,1.56
585,14.63,5.65
586,14.65,0.91
587,14.68,2.52
588,14.70,5.14
589,14.73,0.99
590,14.75,1.75
591,14.78,4.13
592,14.80,3.54
593,14.83,1.30
594,14.85,4.48
595,14.88,3.88
596,14.90,0.84
597,14.93,2.11
598,14.95,0.98
599,14.98,1.59
600,15.00,4.54
601,15.03,5.47
602,15.05,5.54
603,15.08,1.68
604,15.10,4.67
605,15.13,0.61
606,15.15,3.30
607,15.18,1.07
608,15.20,0.63
609,15.23,1.51
610,15.25,4.34
611,15.28,5.01
612,15.30,4.65
613,15.33,1.89
614,15.35,4.45
615,15.38,2.67
616,15.40,1.63
617,15.43,4.21
618,15.45,4.22
619,15.48,3.38
620,15.50,2.78
621,15.53,0.19
622,15.55,2.31
623,15.58,4.06
624,15.60,1.26
625,15.63,0.37
626,15.65,0.77
627,15.68,0.11
628,15.70,4.31
629,15.73,3.48
630,15.75,0.68
631,15.78,-0.01
632,15.80,3.79
633,15.83,4.54
634,15.85,3.64
635,15.88,2.46
636,15.90,2.34
637,15.93,4.78
638,15.95,4.29
639,15.98,1.53
640,16.00,1.33
641,16.03,3.66
642,16.05,3.19
643,16.08,0.90
644,16.10,0.81
645,16.13,1.94
646,16.15,1.18
647,16.18,1.41
648,16.20,-0.13
649,16.23,4.48
650,16.25,1.39
651,16.28,3.84
652,16.30,2.57
653,16.33,3.52
654,16.35,1.62
655,16.38,3.96
656,16.40,2.38
657,16.43,2.19
658,16.45,0.08
659,16.48,3.21
660,16.50,1.94
661,16.53,3.42
662,16.55,3.27
663,16.58,1.06
664,16.60,-0.53
665,16.63,-0.01
666,16.65,3.42
667,16.68,-0.62
668,16.70,0.56
669,16.73,0.10
670,16.75,3.38
671,16.78,-0.81
672,16.80,0.44
673,16.83,1.16
674,16.85,-0.30
675,16.88,2.65
676,16.90,2.50
677,16.93,1.56
678,16.95,2.76
679,16.98,2.65
680,17.00,-0.19
681,17.03,1.86
682,17.05,2.47
683,17.08,3.48
684,17.10,-0.31
685,17.13,2.98
686,17.15,3.13
687,17.18,0.72
688,17.20,2.21
689,17.23,2.00
690,17.25,-0.85
691,17.28,0.45
692,17.30,3.01
693,17.33,0.80
694,17.35,2.72
695,17.38,-0.66
696,17.40,0.11
697,17.43,0.58
698,17.45,-0.81
699,17.48,-0.11
700,17.50,1.71
701,17.53,3.67
702,17.55,2.08
703,17.58,-0.45
704,17.60,3.07
705,17.63,1.16
706,17.65,1.45
707,17.68,3.93
708,17.70,-0.78
709,17.73,0.86
710,17.75,1.41
711,17.78,4.01
712,17.80,1.45
713,17.83,1.64
714,17.85,0.04
715,17.88,0.10
716,17.90,1.97
717,17.93,1.66
718,17.95,-0.01
719,17.98,1.72
720,18.00,0.50
721,18.03,2.79
722,18.05,2.11
723,18.08,1.37
724,18.10,2.46
725,18.13,1.40
726,18.15,1.04
727,18.18,3.21
728,18.20,1.62
729,18.23,0.05
730,18.25,0.68
731,18.28,1.98
732,18.30,1.46
733,18.33,1.94
734,18.35,3.76
735,18.38,0.78
736,18.40,3.04
737,18.43,0.80
738,18.45,0.14
739,18.48,3.64
740,18.50,3.51
741,18.53,4.06
742,18.55,2.05
743,18.58,2.54
744,18.60,0.99
745,18.63,3.14
746,18.65,4.58
747,18.68,3.87
748,18.70,2.25
749,18.73,1.53
750,18.75,0.36
751,18.78,0.78
752,18.80,4.21
753,18.82,3.52
754,18.85,0.99
755,18.87,2.93
756,18.90,1.74
757,18.92,1.02
758,18.95,4.44
759,18.97,4.11
760,19.00,3.39
761,19.02,2.84
762,19.05,4.07
763,19.07,3.52
764,19.10,0.44
765,19.12,1.44
766,19.15,0.96
767,19.17,3.68
768,19.20,2.57
769,19.22,0.51
770,19.25,4.46
771,19.27,4.83
772,19.30,1.07
773,19.32,3.13
774,19.35,2.68
775,19.37,3.51
776,19.40,2.72
777,19.42,3.20
778,19.45,1.36
779,19.47,1.81
780,19.50,2.65
781,19.52,0.90
782,19.55,2.26
783,19.57,5.43
784,19.60,2.02
785,19.62,3.38
786,19.65,4.10
787,19.67,2.08
788,19.70,1.43
789,19.72,3.16
790,19.75,0.91
791,19.77,2.06
792,19.80,3.57
793,19.82,5.26
794,19.85,3.59
795,19.87,1.96
796,19.90,3.11
797,19.92,2.22
798,19.95,4.27
799,19.97,4.44
800,20.00,4.41
801,20.02,4.21
802,20.05,2.58
803,20.07,5.69
804,20.10,1.05
805,20.12,4.73
806,20.15,4.44
807,20.17,3.93
808,20.20,1.54
809,20.22,2.99
810,20.25,3.24
811,20.27,3.60
812,20.30,4.02
813,20.32,4.22
814,20.35,4.43
815,20.37,1.86
816,20.40,2.65
817,20.42,3.00
818,20.45,2.87
819,20.47,3.31
820,20.50,1.30
821,20.52,2.56
822,20.55,4.96
823,20.57,3.99
824,20.60,5.93
825,20.62,4.81
826,20.65,3.57
827,20.67,3.47
828,20.70,3.60
829,20.72,3.33
830,20.75,4.33
831,20.77,4.09
832,20.80,3.10
833,20.82,3.83
834,20.85,4.79
835,20.87,2.24
836,20.90,2.30
837,20.92,4.51
838,20.95,2.76
839,20.97,4.64
840,21.00,2.96
841,21.02,2.54
842,21.05,3.27
843,21.07,2.29
844,21.10,3.67
845,21.12,2.13
846,21.15,3.78
847,21.17,4.16
848,21.20,4.02
849,21.22,3.34
850,21.25,0.80
851,21.27,4.50
852,21.30,5.64
853,21.32,1.43
854,21.35,3.99
855,21.37,2.97
856,21.40,3.30
857,21.42,5.22
858,21.45,4.70
859,21.47,0.55
860,21.50,1.15
861,21.52,2.99
862,21.55,4.59
863,21.57,1.79
864,21.60,2.08
865,21.62,0.76
866,21.65,2.50
867,21.67,3.13
868,21.70,3.33
869,21.72,1.49
870,21.75,0.25
871,21.77,0.46
872,21.80,3.79
873,21.82,1.79
874,21.85,1.49
875,21.87,4.22
876,21.90,1.04
877,21.92,0.47
878,21.95,0.39
879,21.97,0.80
880,22.00,4.96
881,22.02,0.43
882,22.05,0.58
883,22.07,1.13
884,22.10,2.79
885,22.12,3.27
886,22.15,2.85
887,22.17,3.33
888,22.20,3.30
889,22.22,1.12
890,22.25,1.02
891,22.27,3.04
892,22.30,1.93
893,22.32,3.82
894,22.35,1.40
895,22.37,1.11
896,22.40,1.97
897,22.42,4.24
898,22.45,2.31
899,22.47,-0.10
900,22.50,1.68
901,22.52,4.29
902,22.55,3.64
903,22.57,1.36
904,22.60,4.05
905,22.62,0.69
906,22.65,2.71
907,22.67,-0.63
908,22.70,1.74
909,22.72,3.11
910,22.75,-0.60
911,22.77,3.45
912,22.80,0.78
913,22.82,-0.21
914,22.85,3.70
915,22.87,3.11
916,22.90,0.63
917,22.92,1.21
918,22.95,0.65
919,22.97,3.72
920,23.00,1.93
921,23.02,4.06
922,23.05,0.99
923,23.07,1.70
924,23.10,2.37
925,23.12,-0.57
926,23.15,-0.36
927,23.17,2.32
928,23.20,2.44
929,23.22,3.09
930,23.25,2.98
931,23.27,3.09
932,23.30,2.14
933,23.32,-0.74
934,23.35,3.00
935,23.37,-0.64
936,23.40,-0.63
937,23.42,1.38
938,23.45,-0.78
939,23.47,0.28
940,23.50,0.22
941,23.52,-0.31
942,23.55,1.65
943,23.57,1.22
944,23.60,3.43
945,23.62,1.21
946,23.65,0.95
947,23.67,-0.26
948,23.70,0.04
949,23.72,0.56
950,23.75,0.19
951,23.77,1.59
952,23.80,3.97
953,23.82,3.38
954,23.85,1.69
955,23.87,4.00
956,23.90,2.10
957,23.92,3.47
958,23.95,1.83
959,23.97,2.66
960,24.00,1.00
961,24.02,0.80
962,24.05,0.59
963,24.07,0.16
964,24.10,0.09
965,24.12,-0.34
966,24.15,1.53
967,24.17,3.30
968,24.20,1.76
969,24.22,2.68
970,24.25,3.28
971,24.27,0.52
972,24.30,0.16
973,24.32,1.13
974,24.35,0.24
975,24.37,1.68
976,24.40,1.65
977,24.42,2.09
978,24.45,2.74
979,24.47,3.18
980,24.50,1.30
981,24.52,-0.43
982,24.55,-0.46
983,24.57,0.73
984,24.60,0.55
985,24.62,2.65
986,24.65,3.45
987,24.67,-0.27
988,24.70,0.04
989,24.72,4.05
990,24.75,3.74
991,24.77,4.00
992,24.80,3.87
993,24.82,1.85
994,24.85,3.59
995,24.87,1.47
996,24.90,1.65
997,24.92,1.74
998,24.95,3.74
999,24.97,1.15
1000,25.00,4.61
1001,25.02,1.45
1002,25.05,0.66
1003,25.07,2.69
1004,25.10,0.77
1005,25.12,2.61
1006,25.15,2.50
1007,25.17,1.48
1008,25.20,4.06
1009,25.22,2.01
1010,25.25,1.81
1011,25.27,1.80
1012,25.30,2.19
1013,25.32,3.75
1014,25.35,2.55
1015,25.37,3.11
1016,25.40,4.70
1017,25.42,0.71
1018,25.45,3.79
1019,25.47,0.64
1020,25.50,0.82
1021,25.52,1.99
1022,25.55,5.16
1023,25.57,3.94
1024,25.60,0.91
1025,25.62,4.52
1026,25.65,3.14
1027,25.67,3.73
1028,25.70,2.60
1029,25.72,2.24
1030,25.75,5.06
1031,25.77,4.30
1032,25.80,0.75
1033,25.82,1.62
1034,25.85,3.23
1035,25.87,1.64
1036,25.90,1.17
1037,25.92,4.91
1038,25.95,1.72
1039,25.97,5.12
1040,26.00,2.06
1041,26.02,4.00
1042,26.05,2.38
1043,26.07,2.15
1044,26.10,4.11
1045,26.12,1.60
1046,26.15,4.52
1047,26.17,3.57
1048,26.20,2.57
1049,26.22,4.21
1050,26.25,1.93
1051,26.27,4.41
1052,26.30,0.92
1053,26.32,3.23
1054,26.35,3.70
1055,26.37,4.36
1056,26.40,1.66
1057,26.42,1.61
1058,26.45,4.33
1059,26.47,3.90
1060,26.50,4.48
1061,26.52,4.31
1062,26.55,3.35
1063,26.57,4.61
1064,26.60,3.70
1065,26.62,4.85
1066,26.65,2.01
1067,26.67,5.03
1068,26.70,5.02
1069,26.72,1.94
1070,26.75,1.85
1071,26.77,4.70
1072,26.80,5.25
1073,26.82,4.78
1074,26.85,3.46
1075,26.87,2.45
1076,26.90,5.49
1077,26.92,0.98
1078,26.95,3.01
1079,26.97,4.33
1080,27.00,3.54
1081,27.02,4.32
1082,27.05,2.11
1083,27.07,5.80
1084,27.10,5.08
1085,27.12,1.51
1086,27.15,1.81
1087,27.17,4.62
1088,27.20,2.73
1089,27.22,5.05
1090,27.25,4.58
1091,27.27,5.36
1092,27.30,4.84
1093,27.32,3.85
1094,27.35,3.95
1095,27.37,3.80
1096,27.40,3.04
1097,27.42,3.70
1098,27.45,1.97
1099,27.47,4.75
1100,27.50,4.98
1101,27.52,2.64
1102,27.55,3.31
1103,27.57,3.91
1104,27.60,2.96
1105,27.62,1.98
1106,27.65,3.29
1107,27.67,1.17
1108,27.70,0.63
1109,27.72,0.89
1110,27.75,0.93
1111,27.77,3.46
1112,27.80,1.75
1113,27.82,2.90
1114,27.85,4.50
1115,27.87,0.66
1116,27.90,4.04
1117,27.92,3.46
1118,27.95,2.31
1119,27.97,2.82
1120,28.00,2.41
1121,28.02,2.95
1122,28.05,3.87
1123,28.07,1.57
1124,28.10,0.60
1125,28.12,2.19
1126,28.15,3.75
1127,28.17,1.21
1128,28.20,4.17
1129,28.22,0.11
1130,28.25,4.00
1131,28.27,3.43
1132,28.30,4.91
1133,28.32,0.06
1134,28.35,3.78
1135,28.37,1.02
1136,28.40,1.35
1137,28.42,1.62
1138,28.45,4.01
1139,28.47,0.28
1140,28.50,4.18
1141,28.52,0.84
1142,28.55,2.97
1143,28.57,1.55
1144,28.60,0.73
1145,28.62,3.71
1146,28.65,0.36
1147,28.67,0.22
1148,28.70,0.62
1149,28.72,4.04
1150,28.75,3.67
1151,28.77,2.05
1152,28.80,2.01
1153,28.82,0.47
1154,28.85,2.13
1155,28.87,1.26
1156,28.90,-0.56
1157,28.92,2.15
1158,28.95,1.92
1159,28.97,-0.25
1160,29.00,1.18
1161,29.02,1.99
1162,29.05,-0.58
1163,29.07,0.65
1164,29.10,3.72
1165,29.12,0.49
1166,29.15,3.67
1167,29.17,1.69
1168,29.20,2.75
1169,29.22,0.15
1170,29.25,2.01
1171,29.27,3.30
1172,29.30,-0.18
1173,29.32,3.56
1174,29.35,3.52
1175,29.37,-0.24
1176,29.40,-0.56
1177,29.42,0.89
1178,29.45,0.52
1179,29.47,3.00
1180,29.50,1.77
1181,29.52,3.96
1182,29.55,-0.38
1183,29.57,2.40
1184,29.60,3.52
1185,29.62,2.40
1186,29.65,2.82
1187,29.67,2.05
1188,29.70,3.06
1189,29.72,0.27
1190,29.75,2.25
1191,29.77,1.77
1192,29.80,1.42
1193,29.82,0.23
1194,29.85,0.66
1195,29.87,2.66
1196,29.90,-0.88
1197,29.92,2.25
1198,29.95,-0.73
1199,29.97,-0.75
1200,30.00,-0.61
1201,30.00,3.94
