"Resumen de la Prueba"
"Parámetro","Valor"
"Nombre del archivo","1_1.csv"
"startTime","2025-09-16T05:23:25.950Z"
"durationLabel","12.57s"
"samplesPerSecondLabel","100 Hz"
"totalSamples","1257"
"dominantRegimen","TRANSITION"

"Estadísticas de la Prueba"
"Sensor","Media","Desv. Est.","Mín","Máx"
"Sensor 1","2.49","1.60","-0.95","5.90"

"#RAW_HEADERS",time,sensor1
"Datos Recolectados"
"Nº de Muestra","time","Sensor 1"
141,1.41,2.49
142,1.42,4.74
143,1.43,2.93
144,1.44,1.97
145,1.45,5.58
146,1.46,5.68
147,1.47,5.00
148,1.48,3.41
149,1.49,2.66
150,1.50,1.94
151,1.51,5.60
152,1.52,5.30
153,1.53,2.31
154,1.54,4.90
155,1.55,4.47
156,1.56,1.31
157,1.57,5.58
158,1.58,2.66
159,1.59,1.41
160,1.60,2.00
161,1.61,2.23
162,1.62,1.62
163,1.63,2.40
164,1.64,1.46
165,1.65,2.43
166,1.66,4.33
167,1.67,3.28
168,1.68,2.95
169,1.69,1.91
170,1.70,4.03
171,1.71,3.39
172,1.72,4.22
173,1.73,1.16
174,1.74,4.63
175,1.75,5.57
176,1.76,1.66
177,1.77,2.47
178,1.78,3.55
179,1.79,5.87
180,1.80,3.31
181,1.81,1.88
182,1.82,3.60
183,1.83,3.88
184,1.84,4.62
185,1.85,4.74
186,1.86,4.33
187,1.87,4.10
188,1.88,5.80
189,1.89,3.28
190,1.90,3.21
191,1.91,2.08
192,1.92,4.33
193,1.93,4.68
194,1.94,5.29
195,1.95,5.20
196,1.96,1.10
197,1.97,5.64
198,1.98,2.68
199,1.99,5.21
200,2.00,2.34
201,2.01,2.11
202,2.02,3.38
203,2.03,1.18
204,2.04,1.84
205,2.05,3.89
206,2.06,3.80
207,2.07,2.80
208,2.08,3.91
209,2.09,5.35
210,2.10,2.57
211,2.11,5.11
212,2.12,4.71
213,2.13,2.10
214,2.14,5.38
215,2.15,0.92
216,2.16,5.60
217,2.17,0.83
218,2.18,3.06
219,2.19,0.89
220,2.20,4.85
221,2.21,0.91
222,2.22,2.57
223,2.23,1.64
224,2.24,3.47
225,2.25,1.22
226,2.26,0.86
227,2.27,3.07
228,2.28,2.64
229,2.29,1.32
230,2.30,3.68
231,2.31,5.23
232,2.32,0.94
233,2.33,2.72
234,2.34,5.70
235,2.35,4.82
236,2.36,1.67
237,2.37,3.45
238,2.38,4.54
239,2.39,2.35
240,2.40,0.96
241,2.41,2.32
242,2.42,0.96
243,2.43,3.52
244,2.44,2.74
245,2.45,3.88
246,2.46,2.46
247,2.47,1.76
248,2.48,3.84
249,2.49,4.05
250,2.50,4.01
251,2.51,3.73
252,2.52,3.49
253,2.53,0.77
254,2.54,0.84
255,2.55,2.06
256,2.56,4.26
257,2.57,1.05
258,2.58,5.36
259,2.59,3.14
260,2.60,0.57
261,2.61,2.41
262,2.62,4.54
263,2.63,3.12
264,2.64,3.64
265,2.65,2.41
266,2.66,4.46
267,2.67,3.30
268,2.68,2.99
269,2.69,5.04
270,2.70,4.22
271,2.71,1.19
272,2.72,4.20
273,2.73,1.34
274,2.74,5.01
275,2.75,0.80
276,2.76,5.35
277,2.77,2.23
278,2.78,0.50
279,2.79,2.44
280,2.80,2.32
281,2.81,3.91
282,2.82,2.18
283,2.83,1.05
284,2.84,3.00
285,2.85,5.13
286,2.86,3.81
287,2.87,3.21
288,2.88,0.96
289,2.89,2.15
290,2.90,0.25
291,2.91,2.74
292,2.92,4.14
293,2.93,1.83
294,2.94,2.64
295,2.95,1.55
296,2.96,3.76
297,2.97,3.90
298,2.98,0.95
299,2.99,0.23
300,3.00,3.29
301,3.01,1.52
302,3.02,0.25
303,3.03,4.27
304,3.04,4.88
305,3.05,1.64
306,3.06,4.74
307,3.07,0.17
308,3.08,1.30
309,3.09,1.14
310,3.10,4.30
311,3.11,1.76
312,3.12,1.33
313,3.13,1.39
314,3.14,0.38
315,3.15,1.42
316,3.16,0.25
317,3.17,4.09
318,3.18,1.60
319,3.19,2.81
320,3.20,1.00
321,3.21,1.59
322,3.22,1.76
323,3.23,3.86
324,3.24,2.11
325,3.25,2.13
326,3.26,-0.10
327,3.27,1.30
328,3.28,-0.11
329,3.29,1.63
330,3.30,4.07
331,3.31,0.10
332,3.32,3.97
333,3.33,4.18
334,3.34,3.47
335,3.35,1.50
336,3.36,3.06
337,3.37,4.69
338,3.38,0.79
339,3.39,4.34
340,3.40,4.13
341,3.41,1.21
342,3.42,2.95
343,3.43,0.70
344,3.44,0.04
345,3.45,4.01
346,3.46,2.33
347,3.47,0.01
348,3.48,1.25
349,3.49,1.95
350,3.50,4.27
351,3.51,-0.21
352,3.52,3.26
353,3.53,1.57
354,3.54,0.46
355,3.55,-0.25
356,3.56,3.61
357,3.57,1.55
358,3.58,1.33
359,3.59,3.53
360,3.60,2.86
361,3.61,3.94
362,3.62,4.33
363,3.63,0.71
364,3.64,3.36
365,3.65,0.13
366,3.66,1.24
367,3.67,-0.36
368,3.68,0.62
369,3.69,-0.52
370,3.70,-0.25
371,3.71,3.55
372,3.72,1.58
373,3.73,1.98
374,3.74,2.33
375,3.75,4.26
376,3.76,0.34
377,3.77,2.82
378,3.78,1.19
379,3.79,2.03
380,3.80,2.67
381,3.81,3.51
382,3.82,3.60
383,3.83,3.93
384,3.84,-0.07
385,3.85,2.10
386,3.86,1.68
387,3.87,0.30
388,3.88,4.07
389,3.89,1.04
390,3.90,0.90
391,3.91,3.38
392,3.92,2.61
393,3.93,-0.65
394,3.94,2.97
395,3.95,3.54
396,3.96,0.11
397,3.97,2.75
398,3.98,0.77
399,3.99,2.05
400,4.00,0.45
401,4.01,1.85
402,4.02,3.65
403,4.03,2.99
404,4.04,3.48
405,4.05,-0.27
406,4.06,-0.19
407,4.07,1.81
408,4.08,1.43
409,4.09,0.04
410,4.10,3.38
411,4.11,3.47
412,4.12,3.45
413,4.13,3.05
414,4.14,2.81
415,4.15,1.70
416,4.16,0.32
417,4.17,2.49
418,4.18,0.06
419,4.19,0.13
420,4.20,-0.07
421,4.21,3.95
422,4.22,1.55
423,4.23,-0.75
424,4.24,0.34
425,4.25,-0.83
426,4.26,0.07
427,4.27,1.39
428,4.28,-0.37
429,4.29,4.02
430,4.30,3.37
431,4.31,0.35
432,4.32,-0.04
433,4.33,3.59
434,4.34,3.82
435,4.35,1.91
436,4.36,3.21
437,4.37,2.53
438,4.38,0.11
439,4.39,0.95
440,4.40,0.99
441,4.41,2.38
442,4.42,2.87
443,4.43,2.12
444,4.44,0.54
445,4.45,1.13
446,4.46,-0.72
447,4.47,3.19
448,4.48,4.00
449,4.49,1.29
450,4.50,0.22
451,4.51,-0.93
452,4.52,2.08
453,4.53,1.34
454,4.54,1.56
455,4.55,2.76
456,4.56,3.16
457,4.57,2.93
458,4.58,3.25
459,4.59,2.57
460,4.60,2.63
461,4.61,2.47
462,4.62,3.66
463,4.63,3.29
464,4.64,2.45
465,4.65,2.79
466,4.66,0.11
467,4.67,2.79
468,4.68,3.28
469,4.69,0.13
470,4.70,2.34
471,4.71,1.17
472,4.72,1.14
473,4.73,-0.88
474,4.74,-0.41
475,4.75,0.05
476,4.76,-0.61
477,4.77,0.92
478,4.78,2.43
479,4.79,3.84
480,4.80,3.01
481,4.81,2.64
482,4.82,1.15
483,4.83,-0.92
484,4.84,3.13
485,4.85,-0.17
486,4.86,2.70
487,4.87,1.08
488,4.88,0.83
489,4.89,-0.47
490,4.90,0.46
491,4.91,3.96
492,4.92,4.00
493,4.93,1.36
494,4.94,0.72
495,4.95,2.66
496,4.96,2.09
497,4.97,-0.29
498,4.98,-0.36
499,4.99,0.49
500,5.00,0.93
501,5.01,0.42
502,5.02,1.19
503,5.03,1.00
504,5.04,3.68
505,5.05,2.22
506,5.06,-0.23
507,5.07,1.41
508,5.08,0.08
509,5.09,1.97
510,5.10,0.52
511,5.11,-0.81
512,5.12,0.41
513,5.13,-0.14
514,5.14,3.22
515,5.15,0.08
516,5.16,2.35
517,5.17,-0.22
518,5.18,1.74
519,5.19,3.91
520,5.20,2.69
521,5.21,2.21
522,5.22,-0.17
523,5.23,2.32
524,5.24,3.83
525,5.25,1.61
526,5.26,-0.24
527,5.27,3.98
528,5.28,-0.51
529,5.29,0.33
530,5.30,-0.77
531,5.31,1.71
532,5.32,3.52
533,5.33,4.09
534,5.34,1.66
535,5.35,0.69
536,5.36,3.69
537,5.37,3.80
538,5.38,1.78
539,5.39,3.50
540,5.40,4.03
541,5.41,0.72
542,5.42,2.82
543,5.43,0.18
544,5.44,3.15
545,5.45,3.02
546,5.46,0.68
547,5.47,3.48
548,5.48,2.06
549,5.49,0.56
550,5.50,0.36
551,5.51,1.08
552,5.52,3.23
553,5.53,2.35
554,5.54,1.39
555,5.55,0.47
556,5.56,3.02
557,5.57,0.10
558,5.58,3.40
559,5.59,-0.30
560,5.60,0.99
561,5.61,-0.58
562,5.62,0.97
563,5.63,3.24
564,5.64,-0.46
565,5.65,-0.31
566,5.66,2.86
567,5.67,2.62
568,5.68,4.22
569,5.69,1.42
570,5.70,2.29
571,5.71,1.44
572,5.72,2.08
573,5.73,2.00
574,5.74,2.99
575,5.75,0.93
576,5.76,2.14
577,5.77,1.22
578,5.78,1.63
579,5.79,2.88
580,5.80,0.39
581,5.81,3.26
582,5.82,2.80
583,5.83,0.39
584,5.84,1.99
585,5.85,2.35
586,5.86,4.32
587,5.87,3.16
588,5.88,2.85
589,5.89,0.05
590,5.90,0.85
591,5.91,3.91
592,5.92,2.47
593,5.93,0.14
594,5.94,2.16
595,5.95,-0.08
596,5.96,4.51
597,5.97,3.35
598,5.98,2.24
599,5.99,1.16
600,6.00,2.43
601,6.01,0.99
602,6.02,0.33
603,6.03,2.16
604,6.04,3.54
605,6.05,3.98
606,6.06,0.14
607,6.07,2.29
608,6.08,3.54
609,6.09,1.11
610,6.10,2.07
611,6.11,2.06
612,6.12,4.03
613,6.13,2.64
614,6.14,0.06
615,6.15,1.19
616,6.16,4.26
617,6.17,4.84
618,6.18,0.65
619,6.19,3.55
620,6.20,2.14
621,6.21,2.80
622,6.22,0.73
623,6.23,0.70
624,6.24,2.38
625,6.25,1.20
626,6.26,4.05
627,6.27,3.10
628,6.28,1.29
629,6.29,3.68
630,6.30,1.08
631,6.31,0.93
632,6.32,0.87
633,6.33,1.58
634,6.34,2.56
635,6.35,1.82
636,6.36,0.75
637,6.37,0.96
638,6.38,3.02
639,6.39,3.51
640,6.40,4.77
641,6.41,0.26
642,6.42,5.06
643,6.43,1.33
644,6.44,0.35
645,6.45,2.70
646,6.46,1.71
647,6.47,3.19
648,6.48,0.77
649,6.49,5.09
650,6.50,2.59
651,6.51,1.19
652,6.52,0.67
653,6.53,3.41
654,6.54,3.37
655,6.55,4.37
656,6.56,3.14
657,6.57,1.73
658,6.58,4.20
659,6.59,0.40
660,6.60,4.83
661,6.61,0.48
662,6.62,4.57
663,6.63,4.25
664,6.64,4.93
665,6.65,4.69
666,6.66,3.91
667,6.67,3.69
668,6.68,1.94
669,6.69,0.61
670,6.70,1.19
671,6.71,2.76
672,6.72,1.05
673,6.73,3.63
674,6.74,4.43
675,6.75,4.07
676,6.76,2.27
677,6.77,4.18
678,6.78,4.45
679,6.79,1.23
680,6.80,0.73
681,6.81,0.86
682,6.82,3.08
683,6.83,4.05
684,6.84,3.68
685,6.85,4.94
686,6.86,3.91
687,6.87,3.56
688,6.88,2.64
689,6.89,2.00
690,6.90,5.24
691,6.91,2.69
692,6.92,2.71
693,6.93,3.91
694,6.94,0.90
695,6.95,2.72
696,6.96,1.21
697,6.97,1.30
698,6.98,2.71
699,6.99,1.81
700,7.00,2.64
701,7.01,5.28
702,7.02,1.80
703,7.03,4.12
704,7.04,2.75
705,7.05,3.56
706,7.06,4.86
707,7.07,4.44
708,7.08,3.31
709,7.09,3.71
710,7.10,3.46
711,7.11,2.08
712,7.12,4.04
713,7.13,2.94
714,7.14,3.47
715,7.15,5.23
716,7.16,2.18
717,7.17,5.33
718,7.18,2.73
719,7.19,1.87
720,7.20,4.85
721,7.21,3.13
722,7.22,4.51
723,7.23,3.79
724,7.24,4.46
725,7.25,3.32
726,7.26,1.15
727,7.27,2.63
728,7.28,1.12
729,7.29,3.43
730,7.30,1.81
731,7.31,2.41
732,7.32,4.38
733,7.33,3.14
734,7.34,3.32
735,7.35,5.82
736,7.36,1.30
737,7.37,3.76
738,7.38,1.13
739,7.39,5.43
740,7.40,2.35
741,7.41,4.49
742,7.42,4.74
743,7.43,5.23
744,7.44,3.88
745,7.45,1.72
746,7.46,5.17
747,7.47,2.60
748,7.48,2.39
749,7.49,1.63
750,7.50,3.04
751,7.51,3.19
752,7.52,4.34
753,7.53,3.01
754,7.54,4.73
755,7.55,5.02
756,7.56,1.56
757,7.57,2.18
758,7.58,4.25
759,7.59,1.18
760,7.60,1.53
761,7.61,3.02
762,7.62,3.69
763,7.63,5.88
764,7.64,4.50
765,7.65,5.15
766,7.66,5.45
767,7.67,3.49
768,7.68,4.21
769,7.69,4.73
770,7.70,4.94
771,7.71,2.68
772,7.72,5.17
773,7.73,1.26
774,7.74,1.24
775,7.75,5.27
776,7.76,1.79
777,7.77,3.07
778,7.78,3.44
779,7.79,2.82
780,7.80,1.71
781,7.81,4.44
782,7.82,1.73
783,7.83,5.90
784,7.84,5.25
785,7.85,4.31
786,7.86,5.62
787,7.87,4.30
788,7.88,3.76
789,7.89,5.41
790,7.90,5.08
791,7.91,1.88
792,7.92,4.46
793,7.93,1.67
794,7.94,2.64
795,7.95,3.55
796,7.96,4.41
797,7.97,4.80
798,7.98,5.41
799,7.99,2.43
800,8.00,5.37
801,8.01,5.27
802,8.02,2.74
803,8.03,1.46
804,8.04,3.02
805,8.05,3.15
806,8.06,5.12
807,8.07,3.72
808,8.08,2.84
809,8.09,2.40
810,8.10,1.83
811,8.11,3.86
812,8.12,2.46
813,8.13,4.04
814,8.14,2.64
815,8.15,2.85
816,8.16,4.36
817,8.17,5.63
818,8.18,4.20
819,8.19,1.19
820,8.20,4.14
821,8.21,2.91
822,8.22,1.03
823,8.23,1.96
824,8.24,5.09
825,8.25,4.99
826,8.26,4.50
827,8.27,5.83
828,8.28,2.31
829,8.29,1.83
830,8.30,3.37
831,8.31,1.61
832,8.32,2.37
833,8.33,3.75
834,8.34,2.90
835,8.35,1.49
836,8.36,3.41
837,8.37,3.41
838,8.38,5.39
839,8.39,3.74
840,8.40,4.06
841,8.41,2.34
842,8.42,4.98
843,8.43,4.30
844,8.44,3.40
845,8.45,5.31
846,8.46,5.29
847,8.47,4.63
848,8.48,3.64
849,8.49,3.08
850,8.50,3.26
851,8.51,3.68
852,8.52,4.08
853,8.53,4.32
854,8.54,3.51
855,8.55,4.64
856,8.56,2.54
857,8.57,5.23
858,8.58,3.75
859,8.59,3.41
860,8.60,4.39
861,8.61,1.92
862,8.62,5.39
863,8.63,1.10
864,8.64,1.53
865,8.65,4.79
866,8.66,1.31
867,8.67,3.83
868,8.68,4.56
869,8.69,1.91
870,8.70,2.72
871,8.71,5.39
872,8.72,5.06
873,8.73,5.62
874,8.74,3.54
875,8.75,1.17
876,8.76,2.67
877,8.77,3.88
878,8.78,2.70
879,8.79,4.67
880,8.80,4.31
881,8.81,4.09
882,8.82,3.63
883,8.83,2.44
884,8.84,3.09
885,8.85,0.84
886,8.86,4.45
887,8.87,0.78
888,8.88,5.51
889,8.89,1.70
890,8.90,1.42
891,8.91,3.03
892,8.92,5.33
893,8.93,3.27
894,8.94,1.83
895,8.95,4.47
896,8.96,5.27
897,8.97,3.79
898,8.98,0.57
899,8.99,3.79
900,9.00,2.84
901,9.01,1.36
902,9.02,4.29
903,9.03,3.06
904,9.04,4.52
905,9.05,1.16
906,9.06,4.33
907,9.07,2.62
908,9.08,4.75
909,9.09,2.83
910,9.10,0.85
911,9.11,5.17
912,9.12,2.23
913,9.13,4.32
914,9.14,4.74
915,9.15,3.46
916,9.16,0.76
917,9.17,1.90
918,9.18,3.44
919,9.19,3.48
920,9.20,4.74
921,9.21,1.76
922,9.22,3.09
923,9.23,4.60
924,9.24,2.61
925,9.25,3.26
926,9.26,4.63
927,9.27,1.44
928,9.28,4.99
929,9.29,2.79
930,9.30,1.62
931,9.31,0.65
932,9.32,0.58
933,9.33,5.05
934,9.34,3.47
935,9.35,4.69
936,9.36,1.06
937,9.37,4.73
938,9.38,2.23
939,9.39,3.94
940,9.40,3.34
941,9.41,2.08
942,9.42,4.51
943,9.43,0.68
944,9.44,1.17
945,9.45,1.28
946,9.46,4.56
947,9.47,0.21
948,9.48,1.25
949,9.49,0.59
950,9.50,0.55
951,9.51,2.94
952,9.52,1.64
953,9.53,2.31
954,9.54,0.25
955,9.55,1.00
956,9.56,3.51
957,9.57,2.72
958,9.58,0.05
959,9.59,0.43
960,9.60,3.43
961,9.61,1.94
962,9.62,0.33
963,9.63,0.21
964,9.64,4.22
965,9.65,3.24
966,9.66,0.29
967,9.67,2.59
968,9.68,2.71
969,9.69,3.54
970,9.70,2.05
971,9.71,4.54
972,9.72,0.81
973,9.73,0.22
974,9.74,0.49
975,9.75,-0.28
976,9.76,1.99
977,9.77,0.34
978,9.78,3.23
979,9.79,2.69
980,9.80,1.57
981,9.81,1.95
982,9.82,0.51
983,9.83,4.50
984,9.84,1.46
985,9.85,0.19
986,9.86,2.67
987,9.87,3.16
988,9.88,4.09
989,9.89,3.18
990,9.90,2.82
991,9.91,2.70
992,9.92,3.45
993,9.93,1.77
994,9.94,0.91
995,9.95,3.54
996,9.96,3.08
997,9.97,-0.36
998,9.98,1.68
999,9.99,2.72
1000,10.00,3.88
1001,10.01,1.65
1002,10.02,2.10
1003,10.03,3.91
1004,10.04,0.42
1005,10.05,2.23
1006,10.06,4.11
1007,10.07,0.33
1008,10.08,-0.26
1009,10.09,3.96
1010,10.10,2.49
1011,10.11,4.21
1012,10.12,-0.56
1013,10.13,1.94
1014,10.14,0.76
1015,10.15,-0.43
1016,10.16,3.52
1017,10.17,1.04
1018,10.18,2.36
1019,10.19,2.15
1020,10.20,3.05
1021,10.21,2.02
1022,10.22,1.32
1023,10.23,0.39
1024,10.24,1.98
1025,10.25,2.03
1026,10.26,1.43
1027,10.27,1.61
1028,10.28,4.19
1029,10.29,1.35
1030,10.30,1.90
1031,10.31,1.69
1032,10.32,1.89
1033,10.33,1.67
1034,10.34,3.52
1035,10.35,2.77
1036,10.36,1.20
1037,10.37,1.49
1038,10.38,0.88
1039,10.39,0.78
1040,10.40,4.15
1041,10.41,4.14
1042,10.42,0.56
1043,10.43,3.15
1044,10.44,1.35
1045,10.45,1.75
1046,10.46,-0.25
1047,10.47,4.04
1048,10.48,1.40
1049,10.49,1.75
1050,10.50,-0.72
1051,10.51,3.11
1052,10.52,1.30
1053,10.53,-0.52
1054,10.54,0.45
1055,10.55,1.55
1056,10.56,1.22
1057,10.57,0.85
1058,10.58,2.16
1059,10.59,3.38
1060,10.60,-0.40
1061,10.61,2.69
1062,10.62,2.62
1063,10.63,1.17
1064,10.64,0.07
1065,10.65,3.70
1066,10.66,2.98
1067,10.67,0.55
1068,10.68,2.33
1069,10.69,0.17
1070,10.70,0.77
1071,10.71,3.12
1072,10.72,0.46
1073,10.73,-0.95
1074,10.74,3.54
1075,10.75,1.29
1076,10.76,0.92
1077,10.77,1.59
1078,10.78,2.64
1079,10.79,0.03
1080,10.80,0.71
1081,10.81,2.79
1082,10.82,3.06
1083,10.83,2.59
1084,10.84,2.92
1085,10.85,1.48
1086,10.86,1.80
1087,10.87,-0.89
1088,10.88,-0.03
1089,10.89,2.16
1090,10.90,2.30
1091,10.91,0.41
1092,10.92,0.31
1093,10.93,3.38
1094,10.94,3.69
1095,10.95,-0.65
1096,10.96,0.52
1097,10.97,1.05
1098,10.98,3.86
1099,10.99,-0.28
1100,11.00,1.67
1101,11.01,1.00
1102,11.02,2.52
1103,11.03,-0.72
1104,11.04,2.98
1105,11.05,0.50
1106,11.06,2.58
1107,11.07,4.00
1108,11.08,1.50
1109,11.09,-0.32
1110,11.10,0.67
1111,11.11,0.99
1112,11.12,0.84
1113,11.13,-0.46
1114,11.14,-0.44
1115,11.15,3.16
1116,11.16,3.68
1117,11.17,1.65
1118,11.18,0.28
1119,11.19,1.07
1120,11.20,0.44
1121,11.21,1.14
1122,11.22,1.01
1123,11.23,1.55
1124,11.24,1.50
1125,11.25,0.22
1126,11.26,-0.53
1127,11.27,0.56
1128,11.28,3.79
1129,11.29,2.16
1130,11.30,1.17
1131,11.31,0.40
1132,11.32,1.60
1133,11.33,3.19
1134,11.34,0.64
1135,11.35,3.20
1136,11.36,-0.75
1137,11.37,3.72
1138,11.38,3.55
1139,11.39,2.83
1140,11.40,3.99
1141,11.41,-0.59
1142,11.42,3.28
1143,11.43,2.40
1144,11.44,2.44
1145,11.45,2.78
1146,11.46,3.31
1147,11.47,1.86
1148,11.48,0.63
1149,11.49,3.45
1150,11.50,2.80
1151,11.51,2.13
1152,11.52,3.80
1153,11.53,2.02
1154,11.54,1.87
1155,11.55,-0.73
1156,11.56,-0.52
1157,11.57,-0.20
1158,11.58,2.35
1159,11.59,-0.71
1160,11.60,1.19
1161,11.61,3.64
1162,11.62,0.56
1163,11.63,3.63
1164,11.64,3.83
1165,11.65,1.74
1166,11.66,-0.21
1167,11.67,3.74
1168,11.68,-0.17
1169,11.69,1.29
1170,11.70,0.05
1171,11.71,3.81
1172,11.72,3.54
1173,11.73,1.16
1174,11.74,1.33
1175,11.75,0.89
1176,11.76,3.10
1177,11.77,3.20
1178,11.78,-0.32
1179,11.79,3.67
1180,11.80,2.21
1181,11.81,2.66
1182,11.82,2.28
1183,11.83,4.21
1184,11.84,1.85
1185,11.85,3.23
1186,11.86,0.18
1187,11.87,3.75
1188,11.88,2.16
1189,11.89,-0.05
1190,11.90,3.87
1191,11.91,3.38
1192,11.92,-0.01
1193,11.93,2.43
1194,11.94,0.66
1195,11.95,2.65
1196,11.96,1.71
1197,11.97,2.99
1198,11.98,4.05
1199,11.99,3.87
1200,12.00,1.72
1201,12.01,2.53
1202,12.02,0.06
1203,12.03,1.84
1204,12.04,0.81
1205,12.05,2.70
1206,12.06,-0.18
1207,12.07,1.54
1208,12.08,3.65
1209,12.09,2.65
1210,12.10,1.42
1211,12.11,3.13
1212,12.12,0.99
1213,12.13,0.64
1214,12.14,0.50
1215,12.15,3.83
1216,12.16,0.09
1217,12.17,1.11
1218,12.18,4.27
1219,12.19,3.42
1220,12.20,-0.03
1221,12.21,1.68
1222,12.22,0.50
1223,12.23,4.28
1224,12.24,0.50
1225,12.25,1.21
1226,12.26,4.67
1227,12.27,3.89
1228,12.28,2.42
1229,12.29,2.13
1230,12.30,4.37
1231,12.31,0.31
1232,12.32,1.98
1233,12.33,4.32
1234,12.34,1.55
1235,12.35,1.98
1236,12.36,0.13
1237,12.37,3.84
1238,12.38,2.62
1239,12.39,0.24
1240,12.40,3.70
1241,12.41,1.55
1242,12.42,2.62
1243,12.43,3.08
1244,12.44,2.61
1245,12.45,0.68
1246,12.46,0.84
1247,12.47,0.03
1248,12.48,3.94
1249,12.49,2.16
1250,12.50,3.38
1251,12.51,0.41
1252,12.52,4.55
1253,12.53,1.79
1254,12.54,2.58
1255,12.55,0.41
1256,12.56,3.62
1257,12.57,3.88
