"Resumen de la Prueba"
"Parámetro","Valor"
"Nombre del archivo","p1_ambos_servidores.csv"
"startTime","2025-09-17T03:39:12.195Z"
"durationLabel","2.76s"
"samplesPerSecondLabel","150 Hz"
"totalSamples","414"
"dominantRegimen","indeterminado"

"Estadísticas de la Prueba"
"Sensor","Media","Desv. Est.","Mín","Máx"
"Sensor 1","3.19","1.44","0.19","5.94"

"#RAW_HEADERS",time,sensor1
"Datos Recolectados"
"Nº de Muestra","time","Sensor 1"
182,1.21,4.49
183,1.22,1.19
184,1.23,4.16
185,1.23,5.20
186,1.24,5.38
187,1.25,5.17
188,1.25,1.51
189,1.26,5.05
190,1.27,1.91
191,1.27,3.00
192,1.28,5.37
193,1.29,4.31
194,1.29,5.83
195,1.30,4.58
196,1.31,1.43
197,1.31,4.87
198,1.32,4.40
199,1.33,1.17
200,1.33,4.23
201,1.34,5.29
202,1.35,2.08
203,1.35,4.27
204,1.36,4.05
205,1.37,2.14
206,1.37,3.74
207,1.38,1.31
208,1.39,4.08
209,1.39,5.23
210,1.40,2.39
211,1.41,4.68
212,1.41,1.16
213,1.42,1.23
214,1.43,4.83
215,1.43,2.76
216,1.44,3.38
217,1.45,1.53
218,1.45,1.18
219,1.46,1.67
220,1.47,3.53
221,1.47,3.20
222,1.48,4.19
223,1.49,3.15
224,1.49,1.15
225,1.50,1.87
226,1.51,3.30
227,1.51,3.74
228,1.52,2.44
229,1.53,3.39
230,1.53,1.37
231,1.54,1.93
232,1.55,1.68
233,1.55,3.36
234,1.56,4.21
235,1.57,3.84
236,1.57,1.19
237,1.58,1.09
238,1.59,2.25
239,1.59,1.43
240,1.60,4.26
241,1.61,3.74
242,1.61,5.80
243,1.62,1.94
244,1.63,3.61
245,1.63,3.08
246,1.64,5.94
247,1.65,3.54
248,1.65,3.23
249,1.66,2.84
250,1.67,5.45
251,1.67,3.13
252,1.68,5.33
253,1.69,2.60
254,1.69,1.51
255,1.70,5.73
256,1.71,5.31
257,1.71,1.25
258,1.72,4.53
259,1.73,5.01
260,1.73,3.05
261,1.74,1.09
262,1.75,2.35
263,1.75,5.42
264,1.76,3.19
265,1.77,1.23
266,1.77,4.57
267,1.78,3.65
268,1.79,3.06
269,1.79,4.46
270,1.80,4.02
271,1.81,4.51
272,1.81,5.67
273,1.82,3.16
274,1.83,1.57
275,1.83,5.67
276,1.84,1.20
277,1.85,1.67
278,1.85,3.80
279,1.86,3.13
280,1.87,4.06
281,1.87,1.63
282,1.88,2.00
283,1.89,2.69
284,1.89,3.95
285,1.90,1.29
286,1.91,2.17
287,1.91,4.24
288,1.92,1.37
289,1.93,4.63
290,1.93,2.21
291,1.94,4.19
292,1.95,3.73
293,1.95,4.28
294,1.96,1.25
295,1.97,2.14
296,1.97,3.09
297,1.98,3.71
298,1.99,1.10
299,1.99,3.62
300,2.00,3.94
301,2.01,1.86
302,2.01,5.71
303,2.02,2.42
304,2.03,4.88
305,2.03,3.40
306,2.04,1.43
307,2.05,2.79
308,2.05,2.01
309,2.06,1.99
310,2.07,0.92
311,2.07,2.84
312,2.08,3.15
313,2.09,3.65
314,2.09,1.62
315,2.10,1.04
316,2.11,3.08
317,2.11,1.81
318,2.12,5.09
319,2.13,3.64
320,2.13,1.28
321,2.14,3.55
322,2.15,3.66
323,2.15,4.55
324,2.16,2.22
325,2.17,2.89
326,2.17,4.06
327,2.18,3.30
328,2.19,4.12
329,2.19,5.55
330,2.20,3.45
331,2.21,1.01
332,2.21,4.29
333,2.22,5.73
334,2.23,2.35
335,2.23,2.87
336,2.24,3.38
337,2.25,4.72
338,2.25,4.01
339,2.26,1.21
340,2.27,3.64
341,2.27,1.98
342,2.28,4.41
343,2.29,1.44
344,2.29,5.65
345,2.30,2.62
346,2.31,3.34
347,2.31,4.44
348,2.32,1.02
349,2.33,3.29
350,2.33,1.19
351,2.34,1.00
352,2.35,2.03
353,2.35,0.77
354,2.36,1.74
355,2.37,4.91
356,2.37,4.51
357,2.38,3.83
358,2.39,5.35
359,2.39,2.15
360,2.40,2.59
361,2.41,2.99
362,2.41,2.00
363,2.42,5.03
364,2.43,2.14
365,2.43,1.02
366,2.44,5.43
367,2.45,3.90
368,2.45,3.27
369,2.46,5.27
370,2.47,4.60
371,2.47,1.75
372,2.48,3.66
373,2.49,5.39
374,2.49,5.06
375,2.50,3.36
376,2.51,4.41
377,2.51,4.68
378,2.52,1.74
379,2.53,3.94
380,2.53,5.45
381,2.54,5.39
382,2.55,3.01
383,2.55,0.94
384,2.56,1.64
385,2.57,1.86
386,2.57,2.55
387,2.58,3.72
388,2.59,3.40
389,2.59,4.61
390,2.60,1.47
391,2.61,3.12
392,2.61,1.58
393,2.62,3.67
394,2.63,2.95
395,2.63,1.91
396,2.64,4.01
397,2.65,4.98
398,2.65,2.82
399,2.66,2.10
400,2.67,0.73
401,2.67,1.95
402,2.68,4.01
403,2.69,2.82
404,2.69,2.99
405,2.70,0.47
406,2.71,0.94
407,2.71,4.63
408,2.72,3.77
409,2.73,1.38
410,2.73,5.15
411,2.74,0.89
412,2.75,3.72
413,2.75,4.14
414,2.76,0.43
