"Resumen de la Prueba"
"Parámetro","Valor"
"Nombre del archivo","ds.csv"
"startTime","2025-09-18T17:47:53.368Z"
"durationLabel","4.91s"
"samplesPerSecondLabel","150 Hz"
"totalSamples","736"
"dominantRegimen","TRANSITION"

"Estadísticas de la Prueba"
"Sensor","Media","Desv. Est.","Mín","Máx"
"Sensor 1","2.62","1.59","-0.79","5.84"

"#RAW_HEADERS",time,sensor1
"Datos Recolectados"
"Nº de Muestra","time","Sensor 1"
83,0.55,4.66
84,0.56,0.54
85,0.57,2.68
86,0.57,0.87
87,0.58,0.83
88,0.59,3.88
89,0.59,3.02
90,0.60,5.34
91,0.61,1.38
92,0.61,4.69
93,0.62,2.19
94,0.63,3.17
95,0.63,4.84
96,0.64,1.92
97,0.65,4.60
98,0.65,1.19
99,0.66,3.98
100,0.67,2.86
101,0.67,3.41
102,0.68,3.04
103,0.69,3.15
104,0.69,4.84
105,0.70,1.03
106,0.71,3.98
107,0.71,1.09
108,0.72,3.48
109,0.73,1.94
110,0.73,3.36
111,0.74,4.83
112,0.75,1.41
113,0.75,5.48
114,0.76,2.98
115,0.77,4.84
116,0.77,4.73
117,0.78,3.12
118,0.79,3.91
119,0.79,3.24
120,0.80,0.95
121,0.81,3.95
122,0.81,1.52
123,0.82,4.72
124,0.83,3.93
125,0.83,2.32
126,0.84,3.70
127,0.85,4.91
128,0.85,1.17
129,0.86,1.97
130,0.87,3.54
131,0.87,3.54
132,0.88,5.23
133,0.89,2.32
134,0.89,3.57
135,0.90,1.14
136,0.91,3.43
137,0.91,5.12
138,0.92,2.10
139,0.93,2.47
140,0.93,4.46
141,0.94,4.94
142,0.95,3.35
143,0.95,1.01
144,0.96,2.17
145,0.97,3.12
146,0.97,4.06
147,0.98,4.04
148,0.99,2.90
149,0.99,3.47
150,1.00,5.32
151,1.01,5.14
152,1.01,2.93
153,1.02,3.63
154,1.03,2.26
155,1.03,5.50
156,1.04,3.41
157,1.05,4.70
158,1.05,4.40
159,1.06,3.13
160,1.07,1.57
161,1.07,4.84
162,1.08,1.32
163,1.09,1.47
164,1.09,3.43
165,1.10,1.86
166,1.11,5.74
167,1.11,1.21
168,1.12,4.13
169,1.13,4.59
170,1.13,5.14
171,1.14,3.02
172,1.15,2.82
173,1.15,3.58
174,1.16,3.06
175,1.17,3.04
176,1.17,4.14
177,1.18,4.85
178,1.19,3.98
179,1.19,3.22
180,1.20,1.29
181,1.21,1.44
182,1.21,2.53
183,1.22,5.30
184,1.23,4.40
185,1.23,3.27
186,1.24,5.50
187,1.25,3.17
188,1.25,2.67
189,1.26,3.32
190,1.27,4.91
191,1.27,3.71
192,1.28,1.67
193,1.29,2.65
194,1.29,4.19
195,1.30,1.97
196,1.31,5.80
197,1.31,4.39
198,1.32,5.56
199,1.33,5.84
200,1.33,1.65
201,1.34,2.88
202,1.35,1.01
203,1.35,5.79
204,1.36,2.06
205,1.37,1.27
206,1.37,1.76
207,1.38,1.97
208,1.39,4.93
209,1.39,2.35
210,1.40,1.32
211,1.41,5.55
212,1.41,2.59
213,1.42,3.04
214,1.43,1.34
215,1.43,3.16
216,1.44,3.83
217,1.45,1.07
218,1.45,3.88
219,1.46,3.66
220,1.47,2.12
221,1.47,5.38
222,1.48,2.07
223,1.49,2.00
224,1.49,1.26
225,1.50,1.98
226,1.51,1.48
227,1.51,5.70
228,1.52,2.37
229,1.53,3.39
230,1.53,5.68
231,1.54,1.81
232,1.55,5.67
233,1.55,1.69
234,1.56,2.48
235,1.57,5.29
236,1.57,3.61
237,1.58,2.13
238,1.59,2.69
239,1.59,5.32
240,1.60,5.61
241,1.61,5.66
242,1.61,3.79
243,1.62,4.40
244,1.63,1.83
245,1.63,5.14
246,1.64,5.26
247,1.65,3.95
248,1.65,2.52
249,1.66,5.46
250,1.67,3.28
251,1.67,2.21
252,1.68,5.01
253,1.69,1.55
254,1.69,3.59
255,1.70,3.29
256,1.71,2.38
257,1.71,3.84
258,1.72,5.21
259,1.73,1.22
260,1.73,5.21
261,1.74,5.61
262,1.75,1.47
263,1.75,4.66
264,1.76,3.69
265,1.77,4.60
266,1.77,3.14
267,1.78,1.89
268,1.79,4.20
269,1.79,3.77
270,1.80,2.68
271,1.81,5.72
272,1.81,1.19
273,1.82,1.14
274,1.83,4.69
275,1.83,2.52
276,1.84,5.36
277,1.85,5.09
278,1.85,2.09
279,1.86,3.46
280,1.87,2.45
281,1.87,5.03
282,1.88,1.05
283,1.89,5.40
284,1.89,3.02
285,1.90,1.46
286,1.91,4.01
287,1.91,2.93
288,1.92,2.91
289,1.93,2.14
290,1.93,4.35
291,1.94,0.97
292,1.95,5.06
293,1.95,5.71
294,1.96,3.53
295,1.97,5.03
296,1.97,1.04
297,1.98,1.30
298,1.99,2.40
299,1.99,1.07
300,2.00,1.98
301,2.01,1.67
302,2.01,1.80
303,2.02,2.60
304,2.03,2.21
305,2.03,3.90
306,2.04,1.13
307,2.05,3.07
308,2.05,3.08
309,2.06,3.04
310,2.07,3.28
311,2.07,3.11
312,2.08,2.09
313,2.09,1.54
314,2.09,2.01
315,2.10,5.30
316,2.11,3.15
317,2.11,1.41
318,2.12,1.11
319,2.13,5.80
320,2.13,3.65
321,2.14,4.80
322,2.15,1.79
323,2.15,5.04
324,2.16,5.58
325,2.17,1.90
326,2.17,3.07
327,2.18,1.12
328,2.19,4.77
329,2.19,2.62
330,2.20,4.84
331,2.21,1.35
332,2.21,4.20
333,2.22,3.40
334,2.23,4.75
335,2.23,2.00
336,2.24,2.58
337,2.25,1.94
338,2.25,5.13
339,2.26,2.84
340,2.27,4.04
341,2.27,4.69
342,2.28,1.37
343,2.29,2.51
344,2.29,4.54
345,2.30,2.13
346,2.31,5.73
347,2.31,4.16
348,2.32,5.72
349,2.33,4.10
350,2.33,1.23
351,2.34,2.19
352,2.35,4.38
353,2.35,5.58
354,2.36,3.03
355,2.37,0.91
356,2.37,4.17
357,2.38,2.23
358,2.39,2.75
359,2.39,2.92
360,2.40,1.49
361,2.41,4.61
362,2.41,3.74
363,2.42,1.47
364,2.43,3.79
365,2.43,3.50
366,2.44,2.63
367,2.45,4.10
368,2.45,2.56
369,2.46,0.86
370,2.47,4.98
371,2.47,2.15
372,2.48,4.56
373,2.49,3.88
374,2.49,3.08
375,2.50,5.37
376,2.51,4.29
377,2.51,2.07
378,2.52,5.04
379,2.53,3.37
380,2.53,2.05
381,2.54,3.29
382,2.55,3.92
383,2.55,2.97
384,2.56,2.55
385,2.57,1.78
386,2.57,3.45
387,2.58,3.26
388,2.59,2.62
389,2.59,3.84
390,2.60,5.45
391,2.61,1.61
392,2.61,5.47
393,2.62,2.55
394,2.63,2.67
395,2.63,5.09
396,2.64,5.23
397,2.65,3.85
398,2.65,4.08
399,2.66,5.30
400,2.67,0.95
401,2.67,1.50
402,2.68,1.15
403,2.69,2.93
404,2.69,2.50
405,2.70,4.45
406,2.71,1.20
407,2.71,3.77
408,2.72,2.53
409,2.73,2.78
410,2.73,2.11
411,2.74,4.03
412,2.75,2.60
413,2.75,1.44
414,2.76,2.68
415,2.77,1.69
416,2.77,1.90
417,2.78,4.51
418,2.79,2.89
419,2.79,0.55
420,2.80,1.94
421,2.81,5.12
422,2.81,3.05
423,2.82,4.95
424,2.83,1.51
425,2.83,4.57
426,2.84,2.37
427,2.85,0.99
428,2.85,4.23
429,2.86,2.85
430,2.87,3.37
431,2.87,1.58
432,2.88,4.13
433,2.89,4.77
434,2.89,1.15
435,2.90,4.61
436,2.91,0.91
437,2.91,2.45
438,2.92,4.75
439,2.93,4.75
440,2.93,1.18
441,2.94,3.09
442,2.95,1.08
443,2.95,3.62
444,2.96,1.19
445,2.97,3.95
446,2.97,3.43
447,2.98,1.56
448,2.99,0.32
449,2.99,2.28
450,3.00,2.46
451,3.01,2.08
452,3.01,0.67
453,3.02,2.56
454,3.03,2.38
455,3.03,1.85
456,3.04,2.92
457,3.05,1.12
458,3.05,3.07
459,3.06,1.63
460,3.07,0.75
461,3.07,3.15
462,3.08,2.85
463,3.09,0.97
464,3.09,2.43
465,3.10,3.98
466,3.11,2.60
467,3.11,1.84
468,3.12,3.21
469,3.13,4.58
470,3.13,0.87
471,3.14,2.01
472,3.15,2.15
473,3.15,3.72
474,3.16,3.55
475,3.17,0.73
476,3.17,0.98
477,3.18,4.32
478,3.19,1.54
479,3.19,1.96
480,3.20,2.19
481,3.21,3.73
482,3.21,1.44
483,3.22,1.80
484,3.23,3.81
485,3.23,1.61
486,3.24,2.67
487,3.25,3.23
488,3.25,2.34
489,3.26,0.45
490,3.27,0.65
491,3.27,1.75
492,3.28,4.32
493,3.29,1.63
494,3.29,1.36
495,3.30,3.18
496,3.31,0.22
497,3.31,0.59
498,3.32,1.40
499,3.33,-0.12
500,3.33,3.12
501,3.34,0.23
502,3.35,3.93
503,3.35,1.66
504,3.36,1.69
505,3.37,4.56
506,3.37,1.04
507,3.38,3.60
508,3.39,2.91
509,3.39,0.56
510,3.40,2.80
511,3.41,-0.02
512,3.41,4.62
513,3.42,1.16
514,3.43,4.31
515,3.43,0.61
516,3.44,0.91
517,3.45,1.94
518,3.45,3.02
519,3.46,4.26
520,3.47,2.93
521,3.47,2.42
522,3.48,0.94
523,3.49,2.80
524,3.49,1.09
525,3.50,0.13
526,3.51,3.86
527,3.51,1.88
528,3.52,1.53
529,3.53,2.50
530,3.53,2.61
531,3.54,2.17
532,3.55,2.91
533,3.55,0.27
534,3.56,1.93
535,3.57,3.59
536,3.57,0.38
537,3.58,1.67
538,3.59,1.17
539,3.59,2.63
540,3.60,-0.36
541,3.61,0.82
542,3.61,0.17
543,3.62,0.99
544,3.63,1.44
545,3.63,1.89
546,3.64,0.59
547,3.65,3.39
548,3.65,2.83
549,3.66,1.15
550,3.67,2.34
551,3.67,0.27
552,3.68,1.99
553,3.69,4.10
554,3.69,4.40
555,3.70,2.10
556,3.71,1.85
557,3.71,1.67
558,3.72,1.10
559,3.73,1.79
560,3.73,4.06
561,3.74,1.12
562,3.75,1.94
563,3.75,0.52
564,3.76,2.68
565,3.77,0.08
566,3.77,-0.08
567,3.78,3.05
568,3.79,1.56
569,3.79,2.84
570,3.80,1.36
571,3.81,3.07
572,3.81,4.14
573,3.82,1.34
574,3.83,3.96
575,3.83,3.82
576,3.84,1.49
577,3.85,0.76
578,3.85,2.60
579,3.86,1.01
580,3.87,3.42
581,3.87,0.74
582,3.88,-0.67
583,3.89,0.01
584,3.89,3.84
585,3.90,2.20
586,3.91,3.47
587,3.91,0.74
588,3.92,-0.48
589,3.93,1.72
590,3.93,3.52
591,3.94,4.15
592,3.95,1.18
593,3.95,1.12
594,3.96,-0.67
595,3.97,-0.63
596,3.97,2.43
597,3.98,0.77
598,3.99,0.30
599,3.99,3.06
600,4.00,3.26
601,4.01,2.43
602,4.01,-0.36
603,4.02,1.48
604,4.03,-0.49
605,4.03,-0.23
606,4.04,1.90
607,4.05,-0.75
608,4.05,3.92
609,4.06,0.52
610,4.07,3.98
611,4.07,-0.53
612,4.08,4.12
613,4.09,0.29
614,4.09,2.29
615,4.10,-0.69
616,4.11,2.14
617,4.11,1.07
618,4.12,2.63
619,4.13,0.23
620,4.13,-0.26
621,4.14,-0.09
622,4.15,1.01
623,4.15,2.77
624,4.16,0.46
625,4.17,0.95
626,4.17,1.57
627,4.18,1.03
628,4.19,1.97
629,4.19,4.02
630,4.20,0.85
631,4.21,0.42
632,4.21,3.39
633,4.22,1.92
634,4.23,3.55
635,4.23,-0.51
636,4.24,0.57
637,4.25,0.79
638,4.25,2.21
639,4.26,3.67
640,4.27,3.10
641,4.27,0.11
642,4.28,0.72
643,4.29,4.05
644,4.29,-0.64
645,4.30,2.09
646,4.31,2.16
647,4.31,0.28
648,4.32,1.10
649,4.33,1.76
650,4.33,2.31
651,4.34,-0.45
652,4.35,1.85
653,4.35,3.16
654,4.36,1.80
655,4.37,1.44
656,4.37,1.48
657,4.38,-0.52
658,4.39,1.65
659,4.39,0.84
660,4.40,0.08
661,4.41,0.14
662,4.41,0.05
663,4.42,-0.16
664,4.43,-0.49
665,4.43,3.83
666,4.44,3.50
667,4.45,2.89
668,4.45,-0.37
669,4.46,2.02
670,4.47,-0.27
671,4.47,3.91
672,4.48,3.70
673,4.49,-0.11
674,4.49,3.74
675,4.50,3.80
676,4.51,0.18
677,4.51,2.49
678,4.52,2.84
679,4.53,-0.31
680,4.53,2.32
681,4.54,2.10
682,4.55,3.64
683,4.55,-0.67
684,4.56,1.31
685,4.57,2.76
686,4.57,1.88
687,4.58,3.64
688,4.59,3.04
689,4.59,2.90
690,4.60,-0.79
691,4.61,2.40
692,4.61,2.55
693,4.62,-0.58
694,4.63,3.51
695,4.63,1.45
696,4.64,3.80
697,4.65,3.55
698,4.65,0.67
699,4.66,-0.44
700,4.67,0.72
701,4.67,3.36
702,4.68,2.68
703,4.69,0.11
704,4.69,2.76
705,4.70,1.29
706,4.71,0.92
707,4.71,1.22
708,4.72,3.77
709,4.73,1.95
710,4.73,-0.37
711,4.74,1.40
712,4.75,3.27
713,4.75,3.19
714,4.76,-0.70
715,4.77,-0.30
716,4.77,2.14
717,4.78,0.27
718,4.79,-0.25
719,4.79,0.30
720,4.80,1.40
721,4.81,0.82
722,4.81,-0.40
723,4.82,2.87
724,4.83,1.01
725,4.83,0.80
726,4.84,3.29
727,4.85,2.62
728,4.85,0.61
729,4.86,2.09
730,4.87,1.97
731,4.87,3.95
732,4.88,1.02
733,4.89,-0.03
734,4.89,2.26
735,4.90,1.06
736,4.91,-0.58
