"Resumen de la Prueba"
"Parámetro","Valor"
"Nombre del archivo","we.csv"
"startTime","2025-09-16T05:30:03.032Z"
"durationLabel","8.18s"
"samplesPerSecondLabel","100 Hz"
"totalSamples","818"
"dominantRegimen","TRANSITION"

"Estadísticas de la Prueba"
"Sensor","Media","Desv. Est.","Mín","Máx"
"Sensor 1","2.64","1.60","-0.98","5.96"

"#RAW_HEADERS",time,sensor1
"Datos Recolectados"
"Nº de Muestra","time","Sensor 1"
99,0.99,4.10
100,1.00,1.79
101,1.01,4.78
102,1.02,4.75
103,1.03,4.03
104,1.04,2.93
105,1.05,1.27
106,1.06,5.87
107,1.07,3.67
108,1.08,5.21
109,1.09,1.24
110,1.10,4.33
111,1.11,4.05
112,1.12,2.97
113,1.13,3.07
114,1.14,5.87
115,1.15,2.18
116,1.16,3.10
117,1.17,1.50
118,1.18,5.55
119,1.19,1.88
120,1.20,2.38
121,1.21,2.18
122,1.22,5.77
123,1.23,2.06
124,1.24,1.24
125,1.25,1.17
126,1.26,4.70
127,1.27,3.12
128,1.28,5.69
129,1.29,1.41
130,1.30,1.99
131,1.31,4.28
132,1.32,3.43
133,1.33,2.90
134,1.34,5.96
135,1.35,5.64
136,1.36,2.26
137,1.37,1.05
138,1.38,3.75
139,1.39,5.04
140,1.40,2.16
141,1.41,5.22
142,1.42,5.95
143,1.43,2.72
144,1.44,3.80
145,1.45,1.92
146,1.46,4.38
147,1.47,2.96
148,1.48,4.34
149,1.49,2.25
150,1.50,5.42
151,1.51,4.21
152,1.52,4.80
153,1.53,5.82
154,1.54,2.20
155,1.55,4.13
156,1.56,4.30
157,1.57,2.12
158,1.58,3.08
159,1.59,5.19
160,1.60,4.18
161,1.61,3.14
162,1.62,5.09
163,1.63,5.53
164,1.64,2.91
165,1.65,1.95
166,1.66,4.60
167,1.67,3.77
168,1.68,5.25
169,1.69,1.45
170,1.70,1.94
171,1.71,5.54
172,1.72,2.05
173,1.73,3.86
174,1.74,1.50
175,1.75,3.94
176,1.76,5.29
177,1.77,5.04
178,1.78,1.51
179,1.79,1.34
180,1.80,5.23
181,1.81,4.65
182,1.82,1.96
183,1.83,2.64
184,1.84,3.68
185,1.85,5.79
186,1.86,2.09
187,1.87,5.72
188,1.88,2.88
189,1.89,1.61
190,1.90,1.16
191,1.91,3.53
192,1.92,4.49
193,1.93,5.66
194,1.94,1.68
195,1.95,3.60
196,1.96,2.57
197,1.97,1.48
198,1.98,4.07
199,1.99,3.05
200,2.00,1.59
201,2.01,2.49
202,2.02,3.24
203,2.03,1.02
204,2.04,4.62
205,2.05,1.09
206,2.06,1.03
207,2.07,1.50
208,2.08,3.09
209,2.09,1.81
210,2.10,1.16
211,2.11,2.27
212,2.12,2.51
213,2.13,5.31
214,2.14,3.82
215,2.15,3.31
216,2.16,5.42
217,2.17,2.84
218,2.18,1.83
219,2.19,3.34
220,2.20,3.99
221,2.21,3.09
222,2.22,1.39
223,2.23,0.96
224,2.24,3.89
225,2.25,2.55
226,2.26,3.26
227,2.27,2.21
228,2.28,5.00
229,2.29,3.26
230,2.30,4.78
231,2.31,5.18
232,2.32,4.43
233,2.33,2.75
234,2.34,4.58
235,2.35,1.55
236,2.36,3.69
237,2.37,5.51
238,2.38,0.72
239,2.39,2.22
240,2.40,2.00
241,2.41,1.14
242,2.42,5.38
243,2.43,5.00
244,2.44,0.96
245,2.45,2.83
246,2.46,3.45
247,2.47,1.95
248,2.48,4.19
249,2.49,4.24
250,2.50,2.94
251,2.51,2.60
252,2.52,0.87
253,2.53,3.54
254,2.54,3.87
255,2.55,2.54
256,2.56,4.47
257,2.57,2.94
258,2.58,5.06
259,2.59,3.37
260,2.60,3.75
261,2.61,0.96
262,2.62,0.73
263,2.63,2.53
264,2.64,4.23
265,2.65,5.06
266,2.66,3.40
267,2.67,4.88
268,2.68,4.66
269,2.69,2.71
270,2.70,1.79
271,2.71,3.80
272,2.72,2.02
273,2.73,0.45
274,2.74,1.94
275,2.75,4.86
276,2.76,1.48
277,2.77,3.55
278,2.78,2.70
279,2.79,2.79
280,2.80,3.19
281,2.81,3.32
282,2.82,4.35
283,2.83,1.12
284,2.84,3.32
285,2.85,2.81
286,2.86,0.55
287,2.87,5.17
288,2.88,4.14
289,2.89,5.17
290,2.90,0.74
291,2.91,2.96
292,2.92,2.23
293,2.93,1.97
294,2.94,5.01
295,2.95,4.73
296,2.96,4.80
297,2.97,2.54
298,2.98,4.40
299,2.99,4.92
300,3.00,3.97
301,3.01,3.74
302,3.02,2.35
303,3.03,3.16
304,3.04,2.97
305,3.05,1.76
306,3.06,4.07
307,3.07,1.96
308,3.08,0.43
309,3.09,1.44
310,3.10,2.22
311,3.11,4.87
312,3.12,3.21
313,3.13,1.27
314,3.14,0.02
315,3.15,0.48
316,3.16,1.39
317,3.17,3.01
318,3.18,0.39
319,3.19,4.14
320,3.20,3.38
321,3.21,3.56
322,3.22,1.49
323,3.23,4.71
324,3.24,2.00
325,3.25,3.95
326,3.26,4.09
327,3.27,4.60
328,3.28,4.35
329,3.29,4.33
330,3.30,3.38
331,3.31,0.42
332,3.32,-0.09
333,3.33,0.95
334,3.34,4.05
335,3.35,0.44
336,3.36,3.41
337,3.37,1.47
338,3.38,4.08
339,3.39,3.92
340,3.40,-0.08
341,3.41,2.98
342,3.42,0.06
343,3.43,3.02
344,3.44,0.77
345,3.45,3.48
346,3.46,1.04
347,3.47,3.62
348,3.48,1.41
349,3.49,3.18
350,3.50,2.23
351,3.51,1.67
352,3.52,3.95
353,3.53,1.08
354,3.54,4.08
355,3.55,3.25
356,3.56,4.46
357,3.57,3.20
358,3.58,4.54
359,3.59,4.09
360,3.60,-0.09
361,3.61,1.05
362,3.62,4.14
363,3.63,0.03
364,3.64,0.92
365,3.65,-0.13
366,3.66,0.53
367,3.67,3.31
368,3.68,1.96
369,3.69,0.90
370,3.70,4.28
371,3.71,1.67
372,3.72,2.46
373,3.73,1.90
374,3.74,2.64
375,3.75,1.16
376,3.76,-0.50
377,3.77,2.60
378,3.78,0.17
379,3.79,3.45
380,3.80,1.02
381,3.81,1.70
382,3.82,3.21
383,3.83,3.95
384,3.84,0.15
385,3.85,2.09
386,3.86,0.06
387,3.87,1.47
388,3.88,0.85
389,3.89,2.68
390,3.90,3.54
391,3.91,3.34
392,3.92,3.01
393,3.93,2.04
394,3.94,0.18
395,3.95,3.87
396,3.96,2.79
397,3.97,0.39
398,3.98,0.75
399,3.99,0.06
400,4.00,2.11
401,4.01,-0.10
402,4.02,0.00
403,4.03,1.61
404,4.04,-0.68
405,4.05,3.58
406,4.06,0.34
407,4.07,2.25
408,4.08,0.66
409,4.09,2.48
410,4.10,-0.21
411,4.11,1.51
412,4.12,2.18
413,4.13,3.98
414,4.14,2.30
415,4.15,2.20
416,4.16,-0.17
417,4.17,2.10
418,4.18,2.40
419,4.19,1.82
420,4.20,-0.10
421,4.21,2.95
422,4.22,2.06
423,4.23,-0.72
424,4.24,1.93
425,4.25,3.46
426,4.26,-0.30
427,4.27,1.13
428,4.28,-0.70
429,4.29,2.91
430,4.30,1.98
431,4.31,0.14
432,4.32,3.19
433,4.33,2.71
434,4.34,2.13
435,4.35,1.07
436,4.36,2.91
437,4.37,-0.01
438,4.38,1.51
439,4.39,0.38
440,4.40,0.20
441,4.41,2.07
442,4.42,-0.66
443,4.43,2.19
444,4.44,1.97
445,4.45,2.79
446,4.46,1.39
447,4.47,2.78
448,4.48,3.24
449,4.49,0.46
450,4.50,2.85
451,4.51,-0.95
452,4.52,-0.68
453,4.53,-0.98
454,4.54,0.97
455,4.55,0.36
456,4.56,1.70
457,4.57,2.84
458,4.58,1.67
459,4.59,0.86
460,4.60,0.30
461,4.61,1.58
462,4.62,3.39
463,4.63,2.84
464,4.64,1.43
465,4.65,-0.51
466,4.66,2.76
467,4.67,0.52
468,4.68,3.66
469,4.69,2.95
470,4.70,-0.18
471,4.71,1.09
472,4.72,-0.52
473,4.73,0.05
474,4.74,-0.58
475,4.75,0.54
476,4.76,3.91
477,4.77,3.01
478,4.78,-0.84
479,4.79,-0.74
480,4.80,2.37
481,4.81,-0.65
482,4.82,3.57
483,4.83,3.47
484,4.84,2.43
485,4.85,2.77
486,4.86,2.85
487,4.87,-0.87
488,4.88,-0.03
489,4.89,2.39
490,4.90,1.52
491,4.91,-0.01
492,4.92,3.43
493,4.93,3.79
494,4.94,-0.97
495,4.95,3.10
496,4.96,3.18
497,4.97,-0.77
498,4.98,0.93
499,4.99,2.81
500,5.00,1.45
501,5.01,3.79
502,5.02,3.00
503,5.03,1.54
504,5.04,2.02
505,5.05,3.46
506,5.06,-0.79
507,5.07,1.20
508,5.08,-0.12
509,5.09,2.03
510,5.10,3.80
511,5.11,0.98
512,5.12,-0.58
513,5.13,1.81
514,5.14,3.27
515,5.15,-0.53
516,5.16,3.69
517,5.17,1.69
518,5.18,1.62
519,5.19,1.42
520,5.20,2.99
521,5.21,3.28
522,5.22,3.78
523,5.23,3.62
524,5.24,1.60
525,5.25,2.80
526,5.26,-0.76
527,5.27,0.85
528,5.28,3.64
529,5.29,3.04
530,5.30,3.10
531,5.31,-0.16
532,5.32,-0.74
533,5.33,2.86
534,5.34,-0.17
535,5.35,2.90
536,5.36,0.24
537,5.37,2.71
538,5.38,0.06
539,5.39,1.03
540,5.40,0.45
541,5.41,2.66
542,5.42,0.73
543,5.43,2.62
544,5.44,-0.60
545,5.45,3.08
546,5.46,1.60
547,5.47,2.05
548,5.48,1.71
549,5.49,0.11
550,5.50,-0.35
551,5.51,2.20
552,5.52,1.79
553,5.53,3.21
554,5.54,3.17
555,5.55,3.44
556,5.56,2.37
557,5.57,2.28
558,5.58,0.79
559,5.59,-0.62
560,5.60,2.08
561,5.61,1.83
562,5.62,-0.53
563,5.63,1.48
564,5.64,0.20
565,5.65,0.42
566,5.66,-0.29
567,5.67,4.06
568,5.68,3.62
569,5.69,0.15
570,5.70,3.57
571,5.71,2.86
572,5.72,-0.41
573,5.73,1.31
574,5.74,0.13
575,5.75,4.34
576,5.76,4.38
577,5.77,3.02
578,5.78,3.42
579,5.79,0.70
580,5.80,1.54
581,5.81,2.68
582,5.82,2.68
583,5.83,1.10
584,5.84,1.15
585,5.85,1.92
586,5.86,3.57
587,5.87,2.90
588,5.88,3.59
589,5.89,2.91
590,5.90,-0.31
591,5.91,0.00
592,5.92,3.50
593,5.93,3.74
594,5.94,0.28
595,5.95,0.30
596,5.96,0.54
597,5.97,1.50
598,5.98,2.66
599,5.99,1.27
600,6.00,2.50
601,6.01,2.59
602,6.02,0.69
603,6.03,-0.18
604,6.04,3.49
605,6.05,2.27
606,6.06,4.47
607,6.07,4.46
608,6.08,4.75
609,6.09,1.07
610,6.10,2.96
611,6.11,3.39
612,6.12,2.39
613,6.13,4.58
614,6.14,2.75
615,6.15,1.48
616,6.16,3.16
617,6.17,3.58
618,6.18,1.83
619,6.19,2.81
620,6.20,3.86
621,6.21,1.61
622,6.22,0.29
623,6.23,1.17
624,6.24,1.12
625,6.25,2.37
626,6.26,1.24
627,6.27,0.96
628,6.28,2.97
629,6.29,3.93
630,6.30,1.61
631,6.31,4.22
632,6.32,2.97
633,6.33,3.61
634,6.34,2.60
635,6.35,2.45
636,6.36,1.45
637,6.37,4.04
638,6.38,0.46
639,6.39,3.52
640,6.40,0.18
641,6.41,2.72
642,6.42,4.25
643,6.43,3.26
644,6.44,0.26
645,6.45,3.72
646,6.46,3.12
647,6.47,3.28
648,6.48,4.42
649,6.49,3.91
650,6.50,1.05
651,6.51,0.35
652,6.52,3.10
653,6.53,1.00
654,6.54,4.32
655,6.55,4.11
656,6.56,5.11
657,6.57,5.09
658,6.58,0.82
659,6.59,3.96
660,6.60,4.73
661,6.61,1.04
662,6.62,1.15
663,6.63,1.41
664,6.64,1.98
665,6.65,2.28
666,6.66,3.86
667,6.67,0.56
668,6.68,2.51
669,6.69,3.21
670,6.70,4.08
671,6.71,3.59
672,6.72,3.87
673,6.73,5.22
674,6.74,4.28
675,6.75,0.91
676,6.76,0.53
677,6.77,1.79
678,6.78,2.84
679,6.79,4.59
680,6.80,3.04
681,6.81,2.35
682,6.82,3.83
683,6.83,3.84
684,6.84,3.84
685,6.85,0.57
686,6.86,5.26
687,6.87,4.22
688,6.88,4.88
689,6.89,4.23
690,6.90,3.74
691,6.91,2.20
692,6.92,4.68
693,6.93,3.03
694,6.94,4.01
695,6.95,1.85
696,6.96,0.74
697,6.97,1.54
698,6.98,5.22
699,6.99,2.50
700,7.00,4.61
701,7.01,2.21
702,7.02,2.71
703,7.03,2.93
704,7.04,1.10
705,7.05,1.98
706,7.06,4.76
707,7.07,3.41
708,7.08,1.09
709,7.09,4.37
710,7.10,4.70
711,7.11,3.07
712,7.12,3.97
713,7.13,3.98
714,7.14,1.73
715,7.15,0.86
716,7.16,1.23
717,7.17,2.00
718,7.18,3.26
719,7.19,1.66
720,7.20,4.25
721,7.21,1.39
722,7.22,2.46
723,7.23,5.35
724,7.24,3.03
725,7.25,2.57
726,7.26,1.48
727,7.27,5.04
728,7.28,5.14
729,7.29,3.79
730,7.30,4.92
731,7.31,1.81
732,7.32,1.37
733,7.33,4.07
734,7.34,1.98
735,7.35,3.87
736,7.36,2.94
737,7.37,1.89
738,7.38,2.46
739,7.39,1.01
740,7.40,5.89
741,7.41,1.57
742,7.42,5.80
743,7.43,3.78
744,7.44,4.15
745,7.45,5.64
746,7.46,1.79
747,7.47,3.08
748,7.48,2.79
749,7.49,1.62
750,7.50,1.92
751,7.51,3.61
752,7.52,5.83
753,7.53,2.43
754,7.54,3.71
755,7.55,4.16
756,7.56,3.10
757,7.57,3.79
758,7.58,5.09
759,7.59,4.44
760,7.60,2.51
761,7.61,1.89
762,7.62,4.69
763,7.63,1.23
764,7.64,5.41
765,7.65,2.49
766,7.66,4.35
767,7.67,2.29
768,7.68,3.91
769,7.69,2.52
770,7.70,5.08
771,7.71,2.52
772,7.72,3.12
773,7.73,5.60
774,7.74,4.21
775,7.75,3.85
776,7.76,1.46
777,7.77,5.51
778,7.78,3.47
779,7.79,1.64
780,7.80,1.87
781,7.81,5.87
782,7.82,5.18
783,7.83,3.20
784,7.84,3.82
785,7.85,1.81
786,7.86,2.07
787,7.87,5.19
788,7.88,5.57
789,7.89,4.69
790,7.90,4.86
791,7.91,5.45
792,7.92,4.79
793,7.93,1.74
794,7.94,5.60
795,7.95,5.43
796,7.96,2.28
797,7.97,4.09
798,7.98,2.92
799,7.99,2.84
800,8.00,5.43
801,8.01,1.87
802,8.02,2.63
803,8.03,1.92
804,8.04,3.32
805,8.05,2.22
806,8.06,1.60
807,8.07,2.24
808,8.08,1.18
809,8.09,4.71
810,8.10,5.65
811,8.11,4.24
812,8.12,2.57
813,8.13,3.68
814,8.14,3.31
815,8.15,1.92
816,8.16,2.29
817,8.17,1.28
818,8.18,2.98
