"Resumen de la Prueba"
"Parámetro","Valor"
"Nombre del archivo","w.csv"
"startTime","2025-09-16T05:25:32.650Z"
"durationLabel","10.00s"
"samplesPerSecondLabel","100 Hz"
"totalSamples","1001"
"dominantRegimen","TRANSITION"

"Estadísticas de la Prueba"
"Sensor","Media","Desv. Est.","Mín","Máx"
"Sensor 1","2.72","1.58","-0.93","5.92"

"#RAW_HEADERS",time,sensor1
"Datos Recolectados"
"Nº de Muestra","time","Sensor 1"
223,2.23,3.62
224,2.24,3.81
225,2.25,2.86
226,2.26,5.18
227,2.27,0.93
228,2.28,1.73
229,2.29,4.11
230,2.30,3.79
231,2.31,5.10
232,2.32,1.50
233,2.33,4.66
234,2.34,4.28
235,2.35,2.62
236,2.36,2.85
237,2.37,2.15
238,2.38,5.65
239,2.39,4.81
240,2.40,4.56
241,2.41,4.31
242,2.42,4.86
243,2.43,2.21
244,2.44,3.89
245,2.45,3.44
246,2.46,5.36
247,2.47,1.72
248,2.48,4.81
249,2.49,1.56
250,2.50,0.99
251,2.51,5.56
252,2.52,4.17
253,2.53,2.10
254,2.54,4.64
255,2.55,4.52
256,2.56,4.52
257,2.57,3.46
258,2.58,1.28
259,2.59,2.59
260,2.60,2.56
261,2.61,4.83
262,2.62,3.29
263,2.63,4.40
264,2.64,3.17
265,2.65,2.61
266,2.66,2.57
267,2.67,3.43
268,2.68,2.55
269,2.69,2.24
270,2.70,2.93
271,2.71,3.91
272,2.72,5.19
273,2.73,4.01
274,2.74,1.18
275,2.75,5.14
276,2.76,2.35
277,2.77,5.09
278,2.78,0.95
279,2.79,0.80
280,2.80,2.45
281,2.81,3.47
282,2.82,2.47
283,2.83,4.44
284,2.84,3.22
285,2.85,2.02
286,2.86,4.55
287,2.87,3.52
288,2.88,2.20
289,2.89,4.88
290,2.90,0.57
291,2.91,2.27
292,2.92,2.38
293,2.93,2.44
294,2.94,0.70
295,2.95,4.68
296,2.96,4.18
297,2.97,4.56
298,2.98,2.56
299,2.99,3.90
300,3.00,2.23
301,3.01,0.32
302,3.02,2.43
303,3.03,2.21
304,3.04,3.35
305,3.05,4.56
306,3.06,4.23
307,3.07,3.81
308,3.08,1.96
309,3.09,4.36
310,3.10,3.72
311,3.11,3.19
312,3.12,1.06
313,3.13,4.87
314,3.14,0.32
315,3.15,3.89
316,3.16,3.98
317,3.17,2.16
318,3.18,0.05
319,3.19,4.77
320,3.20,1.64
321,3.21,2.39
322,3.22,1.40
323,3.23,0.22
324,3.24,2.49
325,3.25,4.35
326,3.26,3.32
327,3.27,1.42
328,3.28,4.22
329,3.29,0.95
330,3.30,0.77
331,3.31,1.49
332,3.32,1.10
333,3.33,3.98
334,3.34,1.18
335,3.35,3.00
336,3.36,0.45
337,3.37,1.57
338,3.38,3.72
339,3.39,1.62
340,3.40,2.90
341,3.41,1.10
342,3.42,1.78
343,3.43,3.58
344,3.44,0.07
345,3.45,-0.08
346,3.46,0.39
347,3.47,0.75
348,3.48,2.70
349,3.49,-0.19
350,3.50,3.15
351,3.51,2.71
352,3.52,3.99
353,3.53,2.20
354,3.54,3.52
355,3.55,1.22
356,3.56,1.56
357,3.57,0.25
358,3.58,2.73
359,3.59,2.55
360,3.60,2.48
361,3.61,4.37
362,3.62,0.73
363,3.63,3.68
364,3.64,2.99
365,3.65,1.31
366,3.66,0.96
367,3.67,2.45
368,3.68,3.58
369,3.69,3.58
370,3.70,2.72
371,3.71,3.12
372,3.72,3.13
373,3.73,-0.35
374,3.74,0.91
375,3.75,1.10
376,3.76,2.03
377,3.77,3.56
378,3.78,0.79
379,3.79,4.00
380,3.80,4.01
381,3.81,0.91
382,3.82,-0.62
383,3.83,2.57
384,3.84,-0.08
385,3.85,0.31
386,3.86,4.13
387,3.87,1.73
388,3.88,4.27
389,3.89,0.22
390,3.90,0.28
391,3.91,1.94
392,3.92,2.93
393,3.93,3.84
394,3.94,3.57
395,3.95,1.14
396,3.96,-0.12
397,3.97,-0.45
398,3.98,1.30
399,3.99,1.41
400,4.00,-0.32
401,4.01,-0.07
402,4.02,2.08
403,4.03,2.94
404,4.04,1.34
405,4.05,3.14
406,4.06,3.63
407,4.07,-0.56
408,4.08,1.25
409,4.09,0.43
410,4.10,3.34
411,4.11,2.78
412,4.12,0.04
413,4.13,2.68
414,4.14,0.64
415,4.15,1.45
416,4.16,0.35
417,4.17,3.29
418,4.18,-0.74
419,4.19,3.71
420,4.20,1.64
421,4.21,1.88
422,4.22,2.25
423,4.23,-0.55
424,4.24,2.49
425,4.25,-0.53
426,4.26,1.09
427,4.27,2.32
428,4.28,-0.84
429,4.29,2.34
430,4.30,3.55
431,4.31,3.68
432,4.32,-0.78
433,4.33,3.76
434,4.34,2.40
435,4.35,0.19
436,4.36,0.03
437,4.37,3.53
438,4.38,1.82
439,4.39,1.43
440,4.40,-0.69
441,4.41,0.65
442,4.42,2.80
443,4.43,0.00
444,4.44,2.90
445,4.45,2.12
446,4.46,2.83
447,4.47,1.44
448,4.48,1.62
449,4.49,-0.19
450,4.50,3.73
451,4.51,3.02
452,4.52,-0.75
453,4.53,1.37
454,4.54,-0.93
455,4.55,3.00
456,4.56,0.74
457,4.57,3.97
458,4.58,3.33
459,4.59,1.87
460,4.60,3.96
461,4.61,3.99
462,4.62,2.53
463,4.63,-0.06
464,4.64,2.93
465,4.65,0.67
466,4.66,0.31
467,4.67,3.98
468,4.68,1.19
469,4.69,2.97
470,4.70,1.66
471,4.71,1.04
472,4.72,3.42
473,4.73,1.13
474,4.74,1.85
475,4.75,2.70
476,4.76,3.25
477,4.77,0.18
478,4.78,1.44
479,4.79,3.58
480,4.80,-0.25
481,4.81,-0.45
482,4.82,-0.92
483,4.83,3.61
484,4.84,2.51
485,4.85,2.29
486,4.86,-0.70
487,4.87,0.96
488,4.88,-0.05
489,4.89,-0.56
490,4.90,1.54
491,4.91,2.10
492,4.92,0.57
493,4.93,1.19
494,4.94,3.67
495,4.95,0.86
496,4.96,0.97
497,4.97,1.10
498,4.98,2.10
499,4.99,3.20
500,5.00,0.04
501,5.01,0.08
502,5.02,2.77
503,5.03,2.44
504,5.04,-0.85
505,5.05,2.24
506,5.06,2.15
507,5.07,3.07
508,5.08,2.44
509,5.09,3.95
510,5.10,2.69
511,5.11,1.82
512,5.12,2.08
513,5.13,1.80
514,5.14,2.53
515,5.15,0.20
516,5.16,1.31
517,5.17,1.64
518,5.18,2.82
519,5.19,3.11
520,5.20,0.48
521,5.21,3.04
522,5.22,3.62
523,5.23,0.22
524,5.24,-0.18
525,5.25,3.95
526,5.26,0.21
527,5.27,1.85
528,5.28,-0.45
529,5.29,3.76
530,5.30,3.92
531,5.31,0.46
532,5.32,2.88
533,5.33,3.45
534,5.34,2.76
535,5.35,3.28
536,5.36,1.53
537,5.37,-0.76
538,5.38,3.90
539,5.39,3.10
540,5.40,2.52
541,5.41,-0.08
542,5.42,4.10
543,5.43,3.96
544,5.44,-0.46
545,5.45,2.24
546,5.46,3.29
547,5.47,-0.45
548,5.48,3.37
549,5.49,3.06
550,5.50,-0.25
551,5.51,2.81
552,5.52,0.67
553,5.53,3.54
554,5.54,2.74
555,5.55,4.14
556,5.56,1.99
557,5.57,2.62
558,5.58,1.81
559,5.59,-0.36
560,5.60,-0.11
561,5.61,1.64
562,5.62,4.27
563,5.63,-0.03
564,5.64,2.73
565,5.65,3.39
566,5.66,0.87
567,5.67,2.44
568,5.68,0.30
569,5.69,1.55
570,5.70,-0.02
571,5.71,1.06
572,5.72,-0.22
573,5.73,4.39
574,5.74,1.13
575,5.75,3.17
576,5.76,-0.31
577,5.77,1.50
578,5.78,0.34
579,5.79,2.22
580,5.80,0.53
581,5.81,1.23
582,5.82,2.85
583,5.83,-0.01
584,5.84,0.62
585,5.85,2.39
586,5.86,2.16
587,5.87,0.38
588,5.88,0.09
589,5.89,1.56
590,5.90,3.53
591,5.91,3.39
592,5.92,2.00
593,5.93,-0.05
594,5.94,3.02
595,5.95,3.66
596,5.96,0.42
597,5.97,0.27
598,5.98,-0.19
599,5.99,1.04
600,6.00,2.98
601,6.01,0.23
602,6.02,3.78
603,6.03,1.28
604,6.04,-0.08
605,6.05,3.74
606,6.06,0.39
607,6.07,2.76
608,6.08,0.29
609,6.09,0.47
610,6.10,1.65
611,6.11,2.27
612,6.12,3.38
613,6.13,0.93
614,6.14,4.66
615,6.15,4.79
616,6.16,0.56
617,6.17,3.07
618,6.18,4.70
619,6.19,3.66
620,6.20,4.80
621,6.21,3.82
622,6.22,3.75
623,6.23,2.97
624,6.24,2.11
625,6.25,0.11
626,6.26,1.03
627,6.27,2.89
628,6.28,2.79
629,6.29,0.36
630,6.30,2.44
631,6.31,3.16
632,6.32,3.99
633,6.33,2.89
634,6.34,0.39
635,6.35,4.16
636,6.36,1.85
637,6.37,0.61
638,6.38,4.37
639,6.39,2.54
640,6.40,4.00
641,6.41,0.78
642,6.42,4.23
643,6.43,3.64
644,6.44,3.32
645,6.45,2.58
646,6.46,0.90
647,6.47,1.38
648,6.48,4.45
649,6.49,2.67
650,6.50,0.68
651,6.51,1.61
652,6.52,3.86
653,6.53,1.27
654,6.54,0.65
655,6.55,1.54
656,6.56,1.08
657,6.57,1.57
658,6.58,4.19
659,6.59,4.95
660,6.60,3.69
661,6.61,3.62
662,6.62,2.25
663,6.63,1.99
664,6.64,0.85
665,6.65,2.43
666,6.66,2.87
667,6.67,1.09
668,6.68,2.12
669,6.69,4.11
670,6.70,2.68
671,6.71,2.56
672,6.72,3.92
673,6.73,5.11
674,6.74,1.67
675,6.75,4.20
676,6.76,3.21
677,6.77,2.23
678,6.78,3.20
679,6.79,2.22
680,6.80,1.64
681,6.81,4.77
682,6.82,4.94
683,6.83,3.13
684,6.84,0.85
685,6.85,4.37
686,6.86,4.43
687,6.87,5.10
688,6.88,3.74
689,6.89,3.84
690,6.90,3.87
691,6.91,1.00
692,6.92,3.40
693,6.93,4.54
694,6.94,4.39
695,6.95,0.89
696,6.96,3.17
697,6.97,0.87
698,6.98,2.76
699,6.99,1.72
700,7.00,1.92
701,7.01,3.16
702,7.02,0.92
703,7.03,4.68
704,7.04,5.21
705,7.05,5.69
706,7.06,3.61
707,7.07,2.45
708,7.08,2.50
709,7.09,2.84
710,7.10,1.38
711,7.11,3.46
712,7.12,2.63
713,7.13,0.92
714,7.14,4.74
715,7.15,3.50
716,7.16,1.11
717,7.17,5.67
718,7.18,3.75
719,7.19,5.36
720,7.20,5.77
721,7.21,5.03
722,7.22,3.28
723,7.23,3.34
724,7.24,5.29
725,7.25,3.41
726,7.26,4.90
727,7.27,1.96
728,7.28,3.38
729,7.29,2.72
730,7.30,1.96
731,7.31,3.77
732,7.32,2.67
733,7.33,5.50
734,7.34,1.94
735,7.35,3.58
736,7.36,4.12
737,7.37,3.90
738,7.38,4.80
739,7.39,2.71
740,7.40,3.03
741,7.41,4.15
742,7.42,4.55
743,7.43,5.23
744,7.44,1.64
745,7.45,2.71
746,7.46,2.10
747,7.47,5.38
748,7.48,5.15
749,7.49,4.44
750,7.50,3.00
751,7.51,1.92
752,7.52,4.78
753,7.53,3.32
754,7.54,4.58
755,7.55,2.81
756,7.56,4.78
757,7.57,4.22
758,7.58,4.42
759,7.59,1.67
760,7.60,2.89
761,7.61,3.24
762,7.62,3.63
763,7.63,5.38
764,7.64,3.68
765,7.65,3.77
766,7.66,4.99
767,7.67,4.96
768,7.68,1.49
769,7.69,2.09
770,7.70,2.32
771,7.71,2.91
772,7.72,5.80
773,7.73,2.90
774,7.74,3.12
775,7.75,3.74
776,7.76,2.24
777,7.77,5.43
778,7.78,5.17
779,7.79,5.87
780,7.80,4.66
781,7.81,2.74
782,7.82,3.78
783,7.83,1.63
784,7.84,3.06
785,7.85,2.27
786,7.86,3.21
787,7.87,2.69
788,7.88,3.89
789,7.89,3.65
790,7.90,4.06
791,7.91,2.30
792,7.92,5.68
793,7.93,5.46
794,7.94,3.98
795,7.95,4.11
796,7.96,3.70
797,7.97,2.25
798,7.98,4.65
799,7.99,2.60
800,8.00,2.26
801,8.01,5.89
802,8.02,5.43
803,8.03,1.77
804,8.04,3.91
805,8.05,5.14
806,8.06,0.98
807,8.07,1.01
808,8.08,2.26
809,8.09,5.02
810,8.10,2.00
811,8.11,2.87
812,8.12,2.70
813,8.13,2.51
814,8.14,5.21
815,8.15,4.69
816,8.16,4.20
817,8.17,2.68
818,8.18,4.60
819,8.19,4.24
820,8.20,2.84
821,8.21,2.09
822,8.22,5.87
823,8.23,2.77
824,8.24,3.27
825,8.25,4.95
826,8.26,2.68
827,8.27,2.79
828,8.28,1.99
829,8.29,2.75
830,8.30,1.78
831,8.31,1.48
832,8.32,1.59
833,8.33,4.45
834,8.34,4.73
835,8.35,3.96
836,8.36,2.67
837,8.37,1.95
838,8.38,3.21
839,8.39,1.94
840,8.40,4.21
841,8.41,4.61
842,8.42,4.73
843,8.43,2.32
844,8.44,0.87
845,8.45,2.81
846,8.46,5.04
847,8.47,3.85
848,8.48,5.57
849,8.49,1.91
850,8.50,4.80
851,8.51,5.63
852,8.52,4.49
853,8.53,5.16
854,8.54,1.23
855,8.55,4.49
856,8.56,3.71
857,8.57,3.49
858,8.58,3.41
859,8.59,3.85
860,8.60,5.46
861,8.61,1.24
862,8.62,4.50
863,8.63,5.54
864,8.64,3.32
865,8.65,4.15
866,8.66,2.83
867,8.67,5.31
868,8.68,2.79
869,8.69,2.29
870,8.70,4.84
871,8.71,2.36
872,8.72,2.73
873,8.73,3.02
874,8.74,0.80
875,8.75,2.08
876,8.76,3.34
877,8.77,1.19
878,8.78,4.41
879,8.79,2.39
880,8.80,1.19
881,8.81,0.58
882,8.82,4.33
883,8.83,1.35
884,8.84,1.81
885,8.85,3.04
886,8.86,4.20
887,8.87,4.34
888,8.88,2.25
889,8.89,4.37
890,8.90,1.99
891,8.91,4.66
892,8.92,3.38
893,8.93,0.61
894,8.94,4.25
895,8.95,3.77
896,8.96,3.20
897,8.97,1.07
898,8.98,3.26
899,8.99,3.09
900,9.00,4.02
901,9.01,4.88
902,9.02,3.38
903,9.03,1.04
904,9.04,2.87
905,9.05,5.20
906,9.06,4.30
907,9.07,1.32
908,9.08,4.94
909,9.09,0.83
910,9.10,4.62
911,9.11,0.39
912,9.12,4.01
913,9.13,4.85
914,9.14,0.31
915,9.15,2.20
916,9.16,4.52
917,9.17,3.00
918,9.18,1.51
919,9.19,4.26
920,9.20,2.64
921,9.21,2.66
922,9.22,4.32
923,9.23,3.40
924,9.24,1.71
925,9.25,3.67
926,9.26,0.79
927,9.27,2.07
928,9.28,3.84
929,9.29,1.07
930,9.30,4.09
931,9.31,0.96
932,9.32,1.10
933,9.33,3.48
934,9.34,1.39
935,9.35,1.53
936,9.36,0.41
937,9.37,2.28
938,9.38,4.48
939,9.39,3.84
940,9.40,2.28
941,9.41,0.12
942,9.42,2.72
943,9.43,4.15
944,9.44,0.05
945,9.45,3.25
946,9.46,4.36
947,9.47,2.37
948,9.48,0.43
949,9.49,1.53
950,9.50,1.17
951,9.51,1.91
952,9.52,4.03
953,9.53,2.93
954,9.54,2.29
955,9.55,0.19
956,9.56,4.23
957,9.57,2.77
958,9.58,-0.15
959,9.59,4.26
960,9.60,4.48
961,9.61,4.43
962,9.62,2.07
963,9.63,0.70
964,9.64,2.46
965,9.65,1.76
966,9.66,1.79
967,9.67,2.96
968,9.68,3.44
969,9.69,2.14
970,9.70,1.05
971,9.71,0.16
972,9.72,0.57
973,9.73,2.52
974,9.74,-0.26
975,9.75,2.29
976,9.76,1.36
977,9.77,1.15
978,9.78,3.31
979,9.79,1.93
980,9.80,0.50
981,9.81,3.00
982,9.82,1.74
983,9.83,1.78
984,9.84,2.69
985,9.85,3.15
986,9.86,2.62
987,9.87,0.61
988,9.88,4.43
989,9.89,3.64
990,9.90,0.82
991,9.91,1.66
992,9.92,1.33
993,9.93,-0.05
994,9.94,1.67
995,9.95,3.89
996,9.96,-0.06
997,9.97,0.12
998,9.98,2.84
999,9.99,3.10
1000,10.00,-0.21
1001,10.00,3.21
