"Resumen de la Prueba"
"Parámetro","Valor"
"Nombre del archivo","medicion75.csv"
"startTime","2025-09-17T02:10:48.263Z"
"durationLabel","4.53s"
"samplesPerSecondLabel","150 Hz"
"totalSamples","679"
"dominantRegimen","TRANSITION"

"Estadísticas de la Prueba"
"Sensor","Media","Desv. Est.","Mín","Máx"
"Sensor 1","2.88","1.59","-0.73","5.96"

"#RAW_HEADERS",time,sensor1
"Datos Recolectados"
"Nº de Muestra","time","Sensor 1"
86,0.57,1.53
87,0.58,1.54
88,0.59,4.58
89,0.59,3.55
90,0.60,3.89
91,0.61,4.09
92,0.61,2.88
93,0.62,2.15
94,0.63,1.70
95,0.63,0.74
96,0.64,4.87
97,0.65,1.94
98,0.65,3.91
99,0.66,2.41
100,0.67,4.09
101,0.67,5.01
102,0.68,2.85
103,0.69,5.19
104,0.69,4.00
105,0.70,5.26
106,0.71,5.11
107,0.71,2.73
108,0.72,4.67
109,0.73,4.46
110,0.73,5.10
111,0.74,2.79
112,0.75,1.30
113,0.75,2.47
114,0.76,3.66
115,0.77,3.97
116,0.77,1.70
117,0.78,2.99
118,0.79,3.82
119,0.79,5.64
120,0.80,4.89
121,0.81,3.82
122,0.81,1.11
123,0.82,4.61
124,0.83,5.41
125,0.83,0.95
126,0.84,3.73
127,0.85,2.11
128,0.85,3.14
129,0.86,1.52
130,0.87,4.75
131,0.87,2.47
132,0.88,2.22
133,0.89,3.85
134,0.89,5.34
135,0.90,1.07
136,0.91,1.55
137,0.91,0.99
138,0.92,5.50
139,0.93,3.68
140,0.93,3.95
141,0.94,1.34
142,0.95,5.79
143,0.95,1.68
144,0.96,3.26
145,0.97,5.64
146,0.97,0.85
147,0.98,3.44
148,0.99,3.93
149,0.99,0.85
150,1.00,2.23
151,1.01,3.41
152,1.01,2.03
153,1.02,0.87
154,1.03,2.92
155,1.03,5.69
156,1.04,4.42
157,1.05,3.59
158,1.05,2.03
159,1.06,3.91
160,1.07,1.52
161,1.07,4.85
162,1.08,3.37
163,1.09,5.57
164,1.09,5.37
165,1.10,3.61
166,1.11,5.42
167,1.11,5.02
168,1.12,5.83
169,1.13,3.68
170,1.13,5.53
171,1.14,5.18
172,1.15,3.08
173,1.15,5.29
174,1.16,4.87
175,1.17,3.82
176,1.17,1.04
177,1.18,5.06
178,1.19,0.97
179,1.19,4.91
180,1.20,5.25
181,1.21,4.97
182,1.21,5.04
183,1.22,5.28
184,1.23,2.29
185,1.23,5.12
186,1.24,5.23
187,1.25,3.58
188,1.25,3.63
189,1.26,3.31
190,1.27,1.49
191,1.27,3.84
192,1.28,3.98
193,1.29,3.03
194,1.29,3.92
195,1.30,1.99
196,1.31,2.85
197,1.31,3.82
198,1.32,4.56
199,1.33,5.49
200,1.33,3.69
201,1.34,3.72
202,1.35,5.08
203,1.35,4.42
204,1.36,4.50
205,1.37,5.03
206,1.37,3.57
207,1.38,5.94
208,1.39,2.17
209,1.39,4.49
210,1.40,2.13
211,1.41,3.68
212,1.41,5.53
213,1.42,1.88
214,1.43,1.87
215,1.43,2.17
216,1.44,3.60
217,1.45,5.58
218,1.45,4.01
219,1.46,5.25
220,1.47,5.21
221,1.47,3.58
222,1.48,4.91
223,1.49,5.46
224,1.49,3.34
225,1.50,5.22
226,1.51,5.52
227,1.51,3.28
228,1.52,2.66
229,1.53,5.39
230,1.53,4.44
231,1.54,1.49
232,1.55,4.56
233,1.55,3.24
234,1.56,5.18
235,1.57,5.70
236,1.57,3.61
237,1.58,3.58
238,1.59,3.67
239,1.59,1.52
240,1.60,4.26
241,1.61,2.30
242,1.61,1.17
243,1.62,4.43
244,1.63,5.42
245,1.63,5.05
246,1.64,5.96
247,1.65,4.55
248,1.65,5.63
249,1.66,2.33
250,1.67,1.24
251,1.67,3.69
252,1.68,5.80
253,1.69,1.06
254,1.69,2.82
255,1.70,1.97
256,1.71,3.85
257,1.71,5.04
258,1.72,2.99
259,1.73,3.32
260,1.73,2.18
261,1.74,5.08
262,1.75,4.77
263,1.75,5.80
264,1.76,3.20
265,1.77,3.93
266,1.77,5.02
267,1.78,5.09
268,1.79,3.45
269,1.79,2.05
270,1.80,2.56
271,1.81,2.79
272,1.81,4.03
273,1.82,3.55
274,1.83,2.91
275,1.83,3.68
276,1.84,5.47
277,1.85,2.00
278,1.85,2.40
279,1.86,4.42
280,1.87,3.32
281,1.87,5.07
282,1.88,5.31
283,1.89,4.68
284,1.89,2.30
285,1.90,3.66
286,1.91,4.44
287,1.91,3.18
288,1.92,5.60
289,1.93,1.63
290,1.93,5.39
291,1.94,5.69
292,1.95,2.49
293,1.95,2.58
294,1.96,5.35
295,1.97,1.60
296,1.97,2.98
297,1.98,5.81
298,1.99,5.31
299,1.99,1.15
300,2.00,2.86
301,2.01,2.73
302,2.01,4.25
303,2.02,1.81
304,2.03,2.71
305,2.03,2.48
306,2.04,1.53
307,2.05,1.93
308,2.05,5.88
309,2.06,1.20
310,2.07,2.96
311,2.07,1.67
312,2.08,5.46
313,2.09,5.07
314,2.09,3.50
315,2.10,2.42
316,2.11,5.24
317,2.11,4.79
318,2.12,4.57
319,2.13,2.49
320,2.13,5.18
321,2.14,5.03
322,2.15,4.95
323,2.15,3.09
324,2.16,3.58
325,2.17,1.24
326,2.17,1.18
327,2.18,4.11
328,2.19,1.74
329,2.19,2.84
330,2.20,4.01
331,2.21,3.80
332,2.21,3.95
333,2.22,3.34
334,2.23,1.97
335,2.23,1.98
336,2.24,3.44
337,2.25,3.17
338,2.25,4.15
339,2.26,1.54
340,2.27,3.91
341,2.27,0.81
342,2.28,4.29
343,2.29,3.71
344,2.29,2.28
345,2.30,4.71
346,2.31,4.16
347,2.31,4.59
348,2.32,3.38
349,2.33,2.31
350,2.33,2.73
351,2.34,2.33
352,2.35,2.64
353,2.35,5.58
354,2.36,3.18
355,2.37,1.00
356,2.37,0.75
357,2.38,1.36
358,2.39,1.46
359,2.39,4.65
360,2.40,5.20
361,2.41,3.06
362,2.41,5.60
363,2.42,5.53
364,2.43,4.29
365,2.43,4.24
366,2.44,1.77
367,2.45,2.10
368,2.45,3.92
369,2.46,5.15
370,2.47,4.40
371,2.47,3.61
372,2.48,2.37
373,2.49,3.78
374,2.49,3.28
375,2.50,3.43
376,2.51,5.25
377,2.51,1.14
378,2.52,3.95
379,2.53,5.20
380,2.53,5.33
381,2.54,4.74
382,2.55,1.87
383,2.55,3.71
384,2.56,3.38
385,2.57,4.48
386,2.57,2.01
387,2.58,3.80
388,2.59,3.58
389,2.59,2.68
390,2.60,3.11
391,2.61,2.01
392,2.61,4.86
393,2.62,2.49
394,2.63,4.55
395,2.63,5.14
396,2.64,4.11
397,2.65,3.15
398,2.65,1.17
399,2.66,4.52
400,2.67,4.07
401,2.67,4.31
402,2.68,0.56
403,2.69,0.56
404,2.69,5.01
405,2.70,4.81
406,2.71,1.88
407,2.71,4.22
408,2.72,0.45
409,2.73,4.64
410,2.73,3.67
411,2.74,4.52
412,2.75,2.81
413,2.75,3.45
414,2.76,0.90
415,2.77,1.17
416,2.77,4.65
417,2.78,4.20
418,2.79,5.29
419,2.79,1.87
420,2.80,0.58
421,2.81,4.82
422,2.81,2.48
423,2.82,3.32
424,2.83,3.25
425,2.83,0.74
426,2.84,5.00
427,2.85,2.21
428,2.85,3.71
429,2.86,0.64
430,2.87,0.70
431,2.87,5.10
432,2.88,3.19
433,2.89,0.29
434,2.89,0.94
435,2.90,4.84
436,2.91,1.09
437,2.91,3.84
438,2.92,3.46
439,2.93,4.02
440,2.93,4.34
441,2.94,2.93
442,2.95,2.44
443,2.95,3.97
444,2.96,4.32
445,2.97,2.86
446,2.97,3.18
447,2.98,4.88
448,2.99,1.38
449,2.99,1.76
450,3.00,0.95
451,3.01,2.83
452,3.01,0.54
453,3.02,1.10
454,3.03,1.72
455,3.03,4.74
456,3.04,0.82
457,3.05,0.88
458,3.05,4.96
459,3.06,1.16
460,3.07,2.95
461,3.07,2.00
462,3.08,0.98
463,3.09,4.89
464,3.09,0.91
465,3.10,0.79
466,3.11,0.83
467,3.11,2.17
468,3.12,1.87
469,3.13,1.26
470,3.13,2.65
471,3.14,1.55
472,3.15,2.94
473,3.15,3.92
474,3.16,3.98
475,3.17,2.57
476,3.17,1.91
477,3.18,1.37
478,3.19,0.78
479,3.19,3.06
480,3.20,3.58
481,3.21,0.59
482,3.21,0.19
483,3.22,2.63
484,3.23,3.53
485,3.23,-0.06
486,3.24,3.68
487,3.25,3.77
488,3.25,1.50
489,3.26,1.94
490,3.27,0.09
491,3.27,3.01
492,3.28,2.52
493,3.29,-0.06
494,3.29,2.50
495,3.30,2.12
496,3.31,3.36
497,3.31,3.76
498,3.32,3.66
499,3.33,2.73
500,3.33,3.51
501,3.34,2.55
502,3.35,0.38
503,3.35,1.99
504,3.36,3.11
505,3.37,1.30
506,3.37,3.21
507,3.38,3.48
508,3.39,2.92
509,3.39,3.33
510,3.40,0.34
511,3.41,-0.19
512,3.41,4.27
513,3.42,0.48
514,3.43,0.98
515,3.43,2.59
516,3.44,1.94
517,3.45,4.30
518,3.45,3.70
519,3.46,1.39
520,3.47,1.33
521,3.47,4.08
522,3.48,0.92
523,3.49,0.01
524,3.49,0.10
525,3.50,-0.34
526,3.51,3.84
527,3.51,3.64
528,3.52,3.11
529,3.53,-0.31
530,3.53,-0.37
531,3.54,0.39
532,3.55,1.49
533,3.55,4.49
534,3.56,1.29
535,3.57,3.89
536,3.57,0.46
537,3.58,1.76
538,3.59,3.68
539,3.59,4.48
540,3.60,0.65
541,3.61,0.80
542,3.61,3.58
543,3.62,-0.38
544,3.63,1.94
545,3.63,2.24
546,3.64,-0.41
547,3.65,1.75
548,3.65,3.05
549,3.66,0.65
550,3.67,2.70
551,3.67,4.47
552,3.68,4.09
553,3.69,1.40
554,3.69,0.62
555,3.70,3.68
556,3.71,3.40
557,3.71,3.77
558,3.72,0.22
559,3.73,2.91
560,3.73,3.63
561,3.74,-0.24
562,3.75,2.77
563,3.75,2.00
564,3.76,-0.09
565,3.77,2.30
566,3.77,1.63
567,3.78,1.62
568,3.79,3.47
569,3.79,3.31
570,3.80,2.65
571,3.81,1.68
572,3.81,0.31
573,3.82,1.26
574,3.83,3.20
575,3.83,-0.45
576,3.84,2.02
577,3.85,1.61
578,3.85,4.27
579,3.86,4.00
580,3.87,-0.28
581,3.87,3.31
582,3.88,4.24
583,3.89,3.38
584,3.89,2.55
585,3.90,2.42
586,3.91,2.39
587,3.91,0.60
588,3.92,2.18
589,3.93,0.68
590,3.93,3.83
591,3.94,4.05
592,3.95,1.27
593,3.95,0.83
594,3.96,2.20
595,3.97,2.60
596,3.97,-0.58
597,3.98,0.62
598,3.99,1.70
599,3.99,2.12
600,4.00,3.98
601,4.01,-0.35
602,4.01,3.97
603,4.02,1.35
604,4.03,1.26
605,4.03,1.89
606,4.04,-0.15
607,4.05,0.71
608,4.05,1.76
609,4.06,2.77
610,4.07,0.77
611,4.07,3.86
612,4.08,3.55
613,4.09,1.17
614,4.09,2.35
615,4.10,2.72
616,4.11,0.81
617,4.11,3.29
618,4.12,2.83
619,4.13,-0.57
620,4.13,2.45
621,4.14,1.63
622,4.15,0.88
623,4.15,-0.02
624,4.16,1.64
625,4.17,0.09
626,4.17,0.40
627,4.18,1.34
628,4.19,3.91
629,4.19,0.20
630,4.20,3.78
631,4.21,0.57
632,4.21,1.83
633,4.22,1.66
634,4.23,0.91
635,4.23,2.56
636,4.24,3.29
637,4.25,3.79
638,4.25,0.86
639,4.26,-0.36
640,4.27,0.83
641,4.27,2.59
642,4.28,0.07
643,4.29,3.92
644,4.29,2.93
645,4.30,3.69
646,4.31,0.57
647,4.31,1.56
648,4.32,3.06
649,4.33,1.12
650,4.33,1.69
651,4.34,2.40
652,4.35,2.59
653,4.35,1.19
654,4.36,2.52
655,4.37,3.75
656,4.37,1.29
657,4.38,1.99
658,4.39,0.30
659,4.39,2.12
660,4.40,0.91
661,4.41,2.58
662,4.41,2.36
663,4.42,1.09
664,4.43,1.12
665,4.43,-0.73
666,4.44,-0.37
667,4.45,-0.14
668,4.45,2.23
669,4.46,2.67
670,4.47,0.52
671,4.47,2.48
672,4.48,0.22
673,4.49,1.69
674,4.49,-0.40
675,4.50,0.44
676,4.51,3.26
677,4.51,2.28
678,4.52,2.64
679,4.53,1.96
